firstnameid,lastnameid,playerjerseynameid,commonnameid,gkglovetypecode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,attackingworkrate,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
12724,12425,12425,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,132,1,0,-1,1,0,156069,16,0,1,2,1,0,0,66,0,0,0,1,0,26693,1,1,1,1,1,1,0,46,0,0,0,0,1,1,1,1,0,0,0,0,1,9,1,0,0,160252,0,0,0,14,1,0,3,27,4,0,1,26693,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,101,0,1,1,0,-1,1,0,0,0
12724,12426,12426,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,136,1,0,-1,1,0,156402,16,0,1,2,1,0,0,62,0,0,0,1,0,26694,1,1,1,1,1,1,0,47,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,160252,0,0,0,14,1,0,3,27,2,0,1,26694,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,90,0,1,1,0,-1,1,0,0,0
15480,29772,29772,0,0,0,0,0,72,0,84,0,0,0,79,0,16,50,-1,84,77,0,0,82,1,0,55,15,74,82,1,0,80,92,90,2026,77,84,58,0,0,1,85,77,132,1,0,-1,73,2,156219,27,0,86,72,75,0,0,64,0,0,0,91,0,26695,1,53,1,83,86,4,0,48,0,0,2,0,66,84,82,50,0,0,0,0,1,9,1,0,0,160252,0,2,0,54,2,0,4,75,2,0,75,26695,0,1,0,4,0,78,8,0,82,500,3,0,0,2,0,0,0,0,105,0,80,55,0,-1,75,0,0,0
12724,12427,12427,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,133,1,0,-1,1,0,156069,16,0,1,2,1,0,0,65,0,0,0,1,0,26697,1,1,1,1,1,1,0,49,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,0,0,160252,0,0,0,14,1,0,3,27,4,0,1,26697,0,1,0,1,0,1,1,0,1,500,3,0,0,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
15653,13869,15684,15684,0,0,0,0,90,0,87,0,0,0,80,0,16,70,-1,82,78,0,0,88,1,0,70,0,80,82,1,0,92,85,86,2026,80,82,26,0,0,1,84,82,176,0,0,-1,67,0,146600,16,0,82,62,86,0,0,75,1,0,0,90,0,27005,1,52,1,80,81,4,0,50,0,0,2,0,47,82,82,51,0,0,0,0,1,3,0,0,0,159327,0,0,0,34,1,0,4,72,2,0,63,27005,0,1,0,4,0,83,2,0,82,500,3,0,0,2,0,0,0,0,134,0,82,30,0,-1,86,0,0,0
19020,34493,34493,0,0,0,0,0,82,0,88,0,0,0,83,0,16,79,-1,85,91,0,0,74,1,0,71,0,83,83,1,0,79,88,87,2026,83,84,61,0,0,1,84,83,171,0,0,-1,79,0,146600,27,0,83,77,77,0,0,75,1,0,0,74,0,27008,1,73,1,86,86,4,0,51,0,0,2,0,61,84,85,71,0,0,0,0,1,3,0,0,0,159327,0,2,0,163,1,0,5,86,3,0,84,27008,0,1,0,4,0,80,4,0,83,500,2,0,0,2,0,0,0,0,137,0,83,72,0,-1,78,0,0,0
9889,35402,35402,0,0,0,0,0,82,1,88,0,0,0,89,0,16,49,-1,81,90,0,0,82,1,0,61,15,77,82,1,0,77,88,82,2026,84,87,46,0,0,1,86,82,170,1,0,-1,80,2,146600,25,0,88,77,81,0,1,65,0,0,0,73,0,27016,1,58,1,84,84,4,0,52,0,0,2,0,63,82,82,70,0,0,0,0,1,1,0,0,0,159436,1,2,0,34,1,0,4,84,2,0,81,27016,0,1,0,4,0,83,2,0,82,500,3,0,0,2,0,0,0,0,7,0,82,64,0,-1,80,0,0,0
7878,33103,33103,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27017,1,1,1,1,1,1,0,53,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159474,1,0,0,14,1,0,3,27,2,0,1,27017,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
29529,38244,17687,17687,0,0,3,0,94,0,94,0,0,0,93,0,158,69,-1,92,93,0,0,93,1,0,74,14,93,95,1,0,95,97,95,2026,92,96,68,0,0,2508,96,95,186,1,0,-1,89,1,145922,18,0,96,87,93,262145,0,78,1,0,131072,93,0,27018,1,72,4,95,91,4,0,54,0,0,2,0,74,96,94,80,0,1,0,0,1,3,0,0,0,159661,0,0,0,54,1,0,4,93,3,0,93,27018,0,1,0,4,0,93,4,0,95,501,2,0,0,0,0,0,14,0,5,0,95,72,0,-1,93,0,0,0
29529,38244,17687,17687,0,0,3,0,94,0,94,0,0,0,93,0,158,69,-1,92,93,0,0,93,1,0,74,0,93,95,1,0,95,97,95,2026,92,96,68,0,0,2508,96,95,186,1,0,-1,89,0,145922,18,0,96,87,93,262145,0,78,0,0,131072,93,0,27020,1,72,4,95,91,4,0,55,0,0,2,0,74,96,94,80,0,1,0,0,1,3,0,0,0,159853,1,0,0,54,1,0,4,93,4,0,93,27020,0,1,0,4,0,93,2,0,95,500,2,0,0,0,0,0,0,0,5,0,95,72,0,-1,93,0,0,0
28103,28103,28103,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27021,1,1,1,1,1,1,0,56,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159983,1,0,0,14,1,0,3,27,2,0,1,27021,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28104,28104,28104,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27022,1,1,1,1,1,1,0,57,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159983,1,0,0,14,1,0,3,27,2,0,1,27022,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28105,28105,28105,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27023,1,1,1,1,1,1,0,58,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159983,1,0,0,14,1,0,3,27,3,0,1,27023,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28106,28106,28106,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27025,1,1,1,1,1,1,0,59,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159996,1,0,0,14,1,0,3,27,4,0,1,27025,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28107,28107,28107,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27026,1,1,1,1,1,1,0,60,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,160006,1,0,0,14,1,0,3,27,4,0,1,27026,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28108,28108,28108,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,134,1,0,-1,1,0,156372,16,0,1,2,1,0,0,44,1,0,0,1,0,27086,1,1,1,1,1,1,0,61,0,0,0,0,1,1,1,1,0,0,0,0,1,9,1,0,0,160252,0,0,0,14,1,0,3,27,2,0,1,27086,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
28109,28109,28109,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,132,1,0,-1,1,0,156372,16,0,1,2,1,0,0,51,1,0,0,1,0,27087,1,1,1,1,1,1,0,62,0,0,0,0,1,1,1,1,0,0,0,0,1,9,1,0,0,160252,0,0,0,14,1,0,3,27,3,0,1,27087,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,105,0,1,1,0,-1,1,0,0,0
28110,28110,28110,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,132,1,0,-1,1,0,156372,16,0,1,2,1,0,0,49,1,0,0,1,0,27088,1,1,1,1,1,1,0,63,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,0,0,160252,0,0,0,14,1,0,3,27,3,0,1,27088,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,99,0,1,1,0,-1,1,0,0,0
28111,28111,28111,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,132,1,0,-1,1,0,156372,16,0,1,2,1,0,0,49,1,0,0,1,0,27089,1,1,1,1,1,1,0,64,0,0,0,0,1,1,1,1,0,0,0,0,1,3,1,0,0,160252,0,0,0,14,1,0,3,27,4,0,1,27089,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,101,0,1,1,0,-1,1,0,0,0
28112,28112,28112,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,135,1,0,-1,1,0,156372,16,0,1,2,1,0,0,49,1,0,0,1,0,27090,1,1,1,1,1,1,0,65,0,0,0,0,1,1,1,1,0,0,0,0,1,9,1,0,0,160252,0,0,0,14,1,0,3,27,4,0,1,27090,0,1,0,1,0,1,7,0,1,500,3,0,0,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
28113,28113,28113,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,132,1,0,-1,1,0,156372,16,0,1,2,1,0,0,49,1,0,0,1,0,27091,1,1,1,1,1,1,0,66,0,0,0,0,1,1,1,1,0,0,0,0,1,3,1,0,0,160252,0,0,0,14,1,0,3,27,2,0,1,27091,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,99,0,1,1,0,-1,1,0,0,0
28291,9428,9428,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,27094,1,1,1,1,1,1,0,67,0,0,0,0,1,1,1,1,0,0,0,0,1,9,0,0,0,159702,0,0,0,14,1,0,3,27,4,0,1,27094,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,88,0,1,1,0,-1,1,0,0,0
28291,9429,9429,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,27095,1,1,1,1,1,1,0,68,0,0,0,0,1,1,1,1,0,0,0,0,1,9,0,0,0,159702,0,0,0,14,1,0,3,27,4,0,1,27095,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,81,0,1,1,0,-1,1,0,0,0
28291,9430,9430,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,27096,1,1,1,1,1,1,0,69,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,159702,0,0,0,14,1,0,3,27,2,0,1,27096,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,82,0,1,1,0,-1,1,0,0,0
30008,38143,30007,30007,0,0,0,0,1,1,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,13,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,1,0,18,1,1,145160,27,0,1,2,1,0,0,78,0,0,0,1,0,27100,1,1,1,1,1,4,0,70,0,0,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159723,1,1,0,54,1,0,4,27,4,0,1,27100,0,1,0,4,0,1,2,0,1,501,2,0,0,2,0,0,15,0,2,0,1,1,0,-1,1,0,0,0
28090,28090,28090,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27101,1,1,1,1,1,1,0,71,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159979,1,0,0,14,1,0,3,27,4,0,1,27101,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28091,28091,28091,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27102,1,1,1,1,1,1,0,72,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159979,1,0,0,14,1,0,3,27,2,0,1,27102,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28092,28092,28092,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,27103,1,1,1,1,1,1,0,73,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159979,0,0,0,14,1,0,3,27,3,0,1,27103,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
28093,28093,28093,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27104,1,1,1,1,1,1,0,74,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159979,1,0,0,14,1,0,3,27,3,0,1,27104,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28094,28094,28094,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,27105,1,1,1,1,1,1,0,75,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159982,1,0,0,14,1,0,3,27,4,0,1,27105,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
10456,5937,5937,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,188,0,0,-1,1,0,140110,16,0,1,2,1,0,0,82,1,0,0,1,0,167198,1,1,1,1,1,1,0,76,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,158960,0,0,0,18,1,0,3,27,4,0,1,27116,0,1,1,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
10456,5937,5937,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,188,0,0,-1,1,0,140110,16,0,1,2,1,0,0,82,1,0,0,1,0,167198,1,1,1,1,1,1,0,77,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160222,0,0,0,18,1,0,3,27,3,0,1,27126,0,1,2,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28100,28100,28100,0,0,100,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,1,27201,1,1,1,1,1,1,0,78,0,0,0,0,1,1,1,1,0,3,0,0,1,1,0,0,0,159979,1,0,0,14,1,0,3,27,3,0,1,27201,0,1,0,1,0,1,2,0,1,500,3,0,0,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28101,28101,28101,0,0,100,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,1,27202,1,1,1,1,1,1,0,79,0,0,0,0,1,1,1,1,0,3,0,0,1,1,0,0,0,159982,1,0,0,14,1,0,3,27,4,0,1,27202,0,1,0,1,0,1,2,0,1,500,3,0,0,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
28102,28102,28102,0,0,100,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,1,27203,1,1,1,1,1,1,0,80,0,0,0,0,1,1,1,1,0,3,0,0,1,1,0,0,0,159996,1,0,0,14,1,0,3,27,4,0,1,27203,0,1,0,1,0,1,2,0,1,500,3,0,0,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
854,15634,15634,0,0,100,0,0,45,0,66,0,0,0,59,0,501,59,-1,67,55,0,0,59,1,0,54,0,46,66,1,0,66,59,67,2026,60,62,62,0,0,5500,65,72,165,0,0,-1,54,0,146600,14,0,67,61,63,0,0,75,0,0,0,80,1,27255,1,55,1,72,49,4,0,81,0,0,0,0,66,69,63,56,0,3,0,0,1,1,0,0,0,159356,1,0,0,163,2,0,3,61,4,0,69,27255,0,1,0,4,0,59,2,0,66,500,3,0,0,0,0,0,0,0,9,0,71,49,0,-1,47,0,0,0
27280,8663,8663,0,0,100,0,0,69,0,71,0,0,0,62,0,501,73,-1,74,51,0,0,70,8,0,74,0,66,75,9,0,75,69,74,2026,55,75,64,0,0,5500,75,64,162,0,0,-1,80,0,146600,14,0,79,79,78,0,0,75,0,0,0,65,1,27256,9,69,1,79,70,2,0,82,0,0,0,0,78,65,74,60,0,3,0,0,9,1,0,0,0,159356,1,0,0,18,1,0,3,75,4,0,80,27256,0,9,0,4,0,63,2,0,75,500,3,0,0,0,0,0,0,0,9,0,64,66,0,-1,60,0,0,0
12465,3858,3858,0,0,100,0,0,73,0,61,0,0,0,69,0,501,44,-1,76,55,0,0,72,1,0,58,0,77,73,1,0,74,74,79,2026,55,71,45,0,0,5500,72,69,166,0,0,-1,75,0,146600,14,0,77,76,75,0,0,75,0,0,0,70,1,27257,1,50,1,79,60,4,0,83,0,0,0,0,74,68,77,51,0,3,0,0,1,1,0,0,0,159356,1,0,0,14,1,0,3,69,2,0,82,27257,0,1,0,4,0,63,2,0,73,500,3,0,0,0,0,0,0,0,9,0,69,52,0,-1,50,0,0,0
29476,11170,11170,0,0,100,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,5500,1,1,184,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,1,27262,1,1,1,1,1,1,0,84,0,0,0,0,1,1,1,1,0,3,0,0,1,1,0,0,0,159333,0,0,0,14,1,0,3,27,4,0,1,27262,0,1,0,1,0,1,2,0,1,500,3,0,0,0,0,0,0,0,202,0,1,1,0,-1,1,0,0,0
26151,26151,26151,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30901,1,1,1,1,1,1,0,85,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,3,0,1,30901,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26162,26162,26162,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30902,1,1,1,1,1,1,0,86,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,4,0,1,30902,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26163,26163,26163,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30907,1,1,1,1,1,1,0,87,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159992,1,0,0,14,1,0,3,27,4,0,1,30907,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26164,26164,26164,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30908,1,1,1,1,1,1,0,88,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159992,1,0,0,14,1,0,3,27,4,0,1,30908,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26165,26165,26165,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30909,1,1,1,1,1,1,0,89,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159992,1,0,0,14,1,0,3,27,2,0,1,30909,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26152,26152,26152,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30910,1,1,1,1,1,1,0,90,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,2,0,1,30910,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26153,26153,26153,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30911,1,1,1,1,1,1,0,91,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,3,0,1,30911,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26154,26154,26154,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30912,1,1,1,1,1,1,0,92,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,3,0,1,30912,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26155,26155,26155,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30913,1,1,1,1,1,1,0,93,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,4,0,1,30913,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
