assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,defensivestyle,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,chancecreation,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,playersinboxfk,stanchionflamethrower,stadiumgoalnetpattern,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,offensivewidth,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
361,255,255,3200,1,1,231,1976,1,255,1,255,1,51,255,1,1,1,1,1,Stevenage,255,0,-1,1,0,206558,0,2,-1,50,0,2,2,4,0,1,0,0,7800,0,0,463,50,1923,0,2,64,1,64,64,63,2,0,2,65,0,-1,64,0,0,0,206558,263424,0,206558,0,0,0,2,209315,4,361,0,4195584,0,2,0,0,200731,1,1,2,0,206558,0,0,3,0,64,55,60,8,0,205255,0,206558,2,1,0,316,0,-1,532736,64
378,23,238,92000,250,182,250,1950,182,255,182,30,2,48,1,2,182,182,250,182,Stade Brestois 29,1,0,-1,1,0,231612,4,2,-1,50,0,2,0,4,0,2,0,0,15097,0,1,72,60,62,0,1,73,3,72,73,72,2,-4,0,71,1,-1,72,0,0,0,231612,263192,0,231612,0,0,0,2,231612,3,378,0,4235288,0,2,0,0,215410,1,0,6,0,231612,0,0,4,0,72,26,70,7,1,231612,0,231612,2,1,0,316,0,-1,528408,72
379,1,235,120000,250,1,250,1931,1,255,1,1,2,49,1,2,1,1,250,1,Stade de Reims,1,0,-1,3,0,244309,4,4,-1,70,0,2,1,4,0,4,0,0,21127,13,1,399,60,294,0,1,74,1,73,73,75,2,4,1,71,1,-1,73,0,0,0,244309,66640,0,244309,0,0,2,1,244309,2,379,0,90192,0,2,0,0,206493,1,0,2,0,244309,6,0,4,0,73,26,70,6,1,244309,0,244309,2,1,0,316,0,-1,135248,75
381,120,1,2200,255,94,255,1901,43,1,213,255,1,54,120,1,213,43,255,94,Barrow,255,0,-1,1,0,179636,0,5,-1,40,0,1,1,4,0,1,0,0,5045,5,0,814,50,357,0,0,62,3,62,62,61,2,-3,1,63,0,-1,62,0,0,0,179636,132352,0,179636,0,0,0,1,179636,1,381,0,279808,0,2,0,1,187154,0,0,2,0,179636,0,0,3,0,62,55,70,8,0,195481,0,179636,2,1,0,316,0,-1,4202752,62
383,115,6,111000,255,220,255,1914,220,255,220,69,2,-23,255,2,220,220,255,220,Palmeiras,255,0,-1,2,0,230481,0,8,-1,70,0,2,3,4,0,7,0,1,43713,25,0,434,40,598,2,1,77,15,76,77,78,2,-46,3,74,1,-1,74,1,1,0,230481,132160,1,230481,3,0,4,2,230481,7,383,0,188480,0,2,0,1,230481,1,1,5,0,230481,10,0,1,0,76,130,60,2,-3,230440,0,230481,7,6,0,366,0,-1,266304,78
393,5,5,80000,255,204,255,1926,202,25,206,5,2,40,25,2,206,202,255,204,PAOK,25,0,-1,2,0,220746,0,9,-1,60,0,2,0,4,0,5,0,1,29000,8,1,477,50,278,0,1,73,3,73,73,74,2,22,0,70,1,-1,70,1,0,0,220746,132432,1,220746,0,0,8,4,220746,2,393,0,172368,0,2,0,0,204688,1,1,5,0,220746,3,0,8,0,73,66,60,2,2,204688,0,220746,9,4,0,316,0,-1,266576,74
417,86,2,21000,255,250,255,1911,250,56,250,158,1,62,139,1,250,250,255,250,Molde FK,222,0,-1,1,0,209335,0,9,-1,40,0,2,3,4,0,4,0,0,11249,3,1,320,40,298,2,1,67,15,68,67,72,2,7,3,68,1,-1,67,1,0,0,246063,263172,0,209335,0,0,5,2,209335,5,417,0,4228100,0,2,0,0,153048,1,0,4,0,209335,5,0,7,0,68,23,60,4,1,153048,0,209335,2,3,0,316,0,-1,532484,72
418,1,204,3900,250,250,250,1920,250,220,250,1,1,69,5,1,250,250,250,250,Tromsø IL,10,0,-1,2,0,245332,0,4,-1,60,0,1,0,4,0,2,0,0,6691,1,1,492,60,918,2,1,62,15,63,61,62,2,18,0,64,1,-1,64,1,0,0,245332,132096,0,245332,0,0,2,2,245332,7,418,0,164864,0,2,0,0,177279,0,0,5,0,245332,0,0,7,0,63,23,60,6,1,245332,0,245332,2,1,0,316,0,-1,270336,63
420,255,255,5900,12,255,206,1948,255,17,255,255,1,50,73,1,255,255,0,255,Górnik Zabrze,147,0,-1,1,0,150516,0,6,-1,50,0,2,1,4,0,5,0,0,24563,0,1,536,50,1871,0,1,65,3,65,65,64,2,18,1,66,1,-1,66,1,0,0,150516,270336,1,188554,0,0,6,2,188554,7,420,0,4214784,0,2,0,1,150516,2,0,3,0,150516,14,0,5,0,65,59,60,7,1,150516,0,150516,2,2,0,316,0,-1,526336,64
422,174,7,930,255,74,255,1984,7,222,25,85,1,51,49,1,25,7,255,74,Cork City,49,0,-1,1,0,231006,0,5,-1,50,0,2,3,4,0,4,0,0,7385,0,0,121,60,834,0,1,56,1,57,56,60,2,-8,3,55,0,-1,56,0,0,0,231006,263488,0,236495,0,0,4,2,236495,5,422,0,4219200,0,2,0,0,231006,1,0,3,0,231006,3,0,4,0,57,161,60,6,0,221810,0,231006,2,2,0,316,0,-1,528704,60
423,49,222,977,255,255,255,1929,255,198,10,49,1,53,30,1,255,10,255,10,St Patrick's Athletic,40,0,-1,1,0,202819,0,7,-1,50,0,2,1,4,0,3,0,0,5340,13,1,143,50,306,0,1,61,1,60,61,61,2,-6,1,59,0,-1,61,0,0,0,202819,263298,0,229249,0,0,4,2,229249,3,423,0,4244610,0,2,0,0,246079,1,0,3,0,202819,8,0,3,0,61,161,70,5,0,202819,0,202819,2,1,0,316,0,-1,532610,61
433,1,1,25300,1,211,255,1891,211,14,211,1,1,59,10,1,211,211,238,211,AIK,20,0,-1,1,0,219951,0,9,-1,50,0,2,3,4,0,4,0,1,50000,0,1,457,50,710,0,1,65,1,67,66,62,2,17,3,67,1,-1,67,1,0,0,219951,263424,0,219951,0,0,8,2,219951,5,433,0,4219136,0,2,0,1,202605,1,0,3,0,219951,12,0,7,0,67,25,60,5,1,219951,0,219951,2,2,0,316,0,-1,528640,62
436,13,118,38000,255,1,90,1967,1,95,1,2,2,41,175,2,1,1,170,1,Trabzonspor,215,0,-1,1,0,205678,0,7,-1,50,0,2,0,4,0,7,0,1,41461,0,1,490,60,326,0,1,74,1,74,74,74,2,39,0,70,1,-1,70,1,0,0,205678,132161,0,231777,0,0,9,3,231777,8,436,0,296001,0,2,0,0,226300,1,1,5,0,237239,7,0,1,0,74,98,60,1,3,212382,0,237239,9,5,0,366,0,-1,4202561,75
445,22,243,990,255,240,255,1928,240,223,100,45,1,54,3,1,240,10,255,20,Derry City,38,0,-1,1,0,229718,0,9,-1,50,0,2,3,4,0,3,0,0,7700,1,0,135,50,563,2,1,63,15,63,63,61,2,-7,3,62,0,-1,60,1,0,0,229718,132226,0,229718,0,0,6,2,229718,6,445,0,303234,0,2,0,0,236465,1,0,2,0,229718,2,0,3,0,61,161,60,2,0,229718,0,229718,2,1,0,316,0,-1,4198530,61
448,10,190,250000,255,255,255,1898,255,205,255,30,2,43,30,2,255,255,255,255,Athletic Club de Bilbao,30,0,-1,3,0,256516,0,7,-1,60,0,2,1,4,0,6,1,0,53331,0,2,53,50,457,0,1,79,1,79,80,77,2,-2,1,77,0,-1,78,2,0,0,256516,2105472,3,256516,0,0,23,4,256516,10,448,0,2117760,0,2,0,0,189575,2,0,4,0,256516,8,0,4,0,79,29,70,7,1,216201,0,256516,2,5,0,366,0,-1,2099328,80
449,150,1,175000,255,90,255,1907,1,10,1,85,2,37,140,2,1,1,255,90,Real Betis Balompié,90,0,-1,3,0,197781,4,6,-1,70,0,1,0,4,0,5,1,0,60721,0,1,445,60,481,0,1,79,1,79,80,83,2,-5,0,75,0,-1,75,2,0,0,225659,66560,3,197781,0,0,3,4,197781,6,449,0,99328,0,2,0,0,193601,1,0,6,0,197781,1,0,4,0,79,29,60,6,1,224179,0,197781,2,3,0,366,0,-1,139264,83
450,168,76,110000,255,255,255,1923,255,60,255,213,2,42,150,2,255,255,255,255,RC Celta de Vigo,200,0,-1,2,0,192629,4,6,-1,60,0,2,3,4,0,6,0,0,29000,0,1,515,70,110242,0,1,76,1,76,76,79,2,-8,3,74,0,-1,75,2,0,0,192629,132234,2,192629,0,0,0,3,192629,5,450,0,139402,0,2,0,0,192629,1,0,2,0,192629,0,0,4,0,76,29,50,6,1,192629,0,192629,2,4,0,366,0,-1,266378,81
452,108,17,55000,255,1,255,1900,1,0,1,191,2,41,90,2,1,1,255,1,RCD Espanyol,170,0,-1,3,0,228326,0,10,-1,50,0,1,0,4,0,6,0,0,40500,0,2,36,60,241,0,1,74,1,74,74,75,2,2,0,73,0,-1,73,2,0,0,252837,66560,2,228326,0,0,4,2,252837,6,452,0,90112,0,2,0,0,244622,1,1,3,0,252837,0,0,4,0,74,31,60,8,1,244622,0,252837,2,3,0,366,0,-1,135168,75
453,26,236,8000,0,26,10,1916,236,255,13,13,2,39,0,2,13,236,0,26,RCD Mallorca,0,0,-1,1,0,198451,0,3,-1,40,0,2,3,4,0,4,0,0,23142,0,2,369,50,483,0,1,77,1,75,77,75,2,2,3,74,2,-1,75,2,0,0,198451,4195656,1,202648,0,0,1,2,202648,5,453,0,565576,0,2,0,0,198451,1,1,2,0,198451,0,0,4,0,76,29,60,3,1,223710,0,198451,2,1,0,366,0,-1,528712,75
456,254,254,4400,9,244,55,1913,244,250,81,254,1,43,254,1,244,95,102,156,Racing de Santander,250,0,-1,1,0,243792,0,5,-1,40,0,2,1,4,0,4,0,0,22222,0,2,765,40,448,0,1,69,1,68,68,66,2,-3,1,67,2,-1,68,2,0,0,187924,270336,1,243792,0,0,0,3,243792,4,456,0,4231168,0,2,0,0,254005,2,0,2,0,243792,0,0,4,0,68,31,50,5,1,270301,0,243792,2,1,0,316,0,-1,526336,71
457,35,0,150000,255,73,255,1909,2,0,49,125,2,43,45,2,49,2,255,73,Real Sociedad,135,0,-1,1,0,230142,4,7,-1,50,0,2,0,4,0,6,0,0,40000,0,2,425,40,448,0,1,81,1,80,82,80,2,-1,0,79,0,-1,78,2,0,0,230142,263168,2,230142,0,0,3,4,235944,6,457,0,4228096,0,2,0,0,230142,0,0,5,0,235944,2,0,4,0,79,29,60,5,1,230142,0,230142,2,4,0,366,0,-1,532480,80
459,5,221,17000,255,180,255,1905,180,200,180,4,1,43,0,1,180,180,255,180,Real Sporting de Gijón,0,0,-1,1,0,229991,4,7,-1,40,0,1,1,4,0,5,0,0,30000,0,2,183,40,110827,0,1,70,1,70,70,68,2,-5,1,72,0,-1,72,2,0,0,229991,270464,0,229991,0,0,0,2,229991,8,459,0,4198528,0,2,0,0,221430,2,0,2,0,229991,0,0,4,0,70,31,60,5,1,221430,0,229991,2,1,0,316,0,-1,526464,68
461,124,247,530000,255,1,255,1919,1,1,1,67,2,39,1,2,1,1,255,1,Valencia CF,1,0,-1,1,0,230786,4,7,-1,50,0,2,3,4,0,7,1,0,49430,0,2,504,60,1853,0,1,74,1,74,73,75,2,0,3,74,0,-1,76,2,0,0,230786,132225,3,230786,0,0,8,4,230786,6,461,1,319617,0,2,0,0,211688,1,0,3,0,230786,6,0,4,0,75,29,60,2,1,230786,0,230786,2,6,0,366,0,-1,4198529,75
462,52,142,11000,255,55,255,1928,1,80,1,175,2,41,0,2,1,1,255,55,Real Valladolid,112,0,-1,2,0,241933,4,9,-1,50,0,1,1,4,0,4,0,0,27618,0,1,506,50,459,0,1,72,1,72,74,71,2,-4,1,70,0,-1,71,2,0,0,241933,132224,2,241933,0,0,0,2,241933,5,462,0,139392,0,2,0,0,192679,1,1,4,0,241933,0,0,4,0,72,31,50,6,1,215639,0,241933,2,1,0,316,0,-1,266368,71
463,78,0,13000,255,120,255,1921,1,0,200,180,2,42,66,2,200,1,255,120,Deportivo Alavés,200,0,-1,1,0,224415,4,2,-1,40,0,2,2,4,0,3,0,0,19840,0,2,518,50,448,0,1,73,1,72,73,73,2,-2,2,72,0,-1,73,2,0,0,224415,4198465,2,224415,0,0,0,2,224415,4,463,0,542785,0,2,0,0,226637,3,1,2,0,224415,0,0,4,0,73,29,60,4,1,224415,0,224415,2,1,0,316,0,-1,526401,73
467,74,52,29000,98,255,219,1940,255,70,255,132,1,43,90,1,255,255,55,255,SD Eibar,150,0,-1,3,0,213937,4,8,-1,70,0,2,0,4,0,4,0,0,8164,0,2,149,50,457,0,1,72,1,71,72,70,2,-2,0,69,0,-1,71,2,0,0,213937,73862,2,213937,0,0,0,3,213937,2,467,0,86150,0,2,0,0,199986,2,1,6,0,199986,0,0,4,0,71,31,60,5,1,245157,0,213937,2,1,0,316,0,-1,133254,70
468,255,255,5000,60,110,40,1923,50,240,70,255,1,38,255,1,70,50,100,110,Elche CF,240,0,-1,1,0,189172,4,9,-1,50,0,2,2,5,0,2,0,0,31388,0,2,153,50,1853,0,1,71,1,72,72,71,2,0,2,72,0,-1,71,2,0,0,189172,4202568,0,189172,0,0,0,3,189172,4,468,0,544840,0,2,0,0,189172,2,1,2,0,189172,0,0,4,0,71,31,50,7,1,189172,0,189172,2,1,0,316,0,-1,526408,71
472,235,255,45000,173,255,9,1949,255,255,255,0,2,28,204,2,255,255,78,255,UD Las Palmas,0,0,-1,3,0,198164,4,2,-1,70,0,2,0,4,0,4,0,0,32400,0,2,264,40,260,0,1,74,1,74,74,75,2,-15,0,73,0,-1,73,2,0,0,198164,66580,0,198164,0,0,0,4,198164,9,472,0,99348,0,2,0,0,198164,1,0,5,0,198164,0,0,4,0,74,29,60,7,0,198164,0,198164,2,1,0,366,0,-1,139284,75
479,0,193,15000,93,200,18,1920,200,203,200,5,2,42,10,2,200,200,25,200,CA Osasuna,15,0,-1,1,0,206590,0,5,-1,70,0,2,1,4,0,4,0,0,23576,0,2,370,70,448,0,1,77,1,77,77,77,2,-1,1,76,2,-1,77,2,0,0,206590,270464,1,206590,0,0,0,2,206590,7,479,0,4214912,0,2,0,0,225341,2,0,2,0,206590,0,0,4,0,77,29,60,4,1,228520,0,206590,2,1,0,366,0,-1,526464,78
480,255,255,10000,0,200,255,1924,200,255,200,255,2,40,234,2,200,200,0,200,Rayo Vallecano,240,0,-1,1,0,173030,0,3,-1,70,0,1,0,4,0,5,0,0,14708,0,2,295,60,100888,0,1,77,1,77,77,76,2,-3,0,77,2,-1,77,2,0,0,173030,263170,1,173030,0,0,0,4,173030,5,480,0,4244482,0,2,0,0,173030,1,0,6,0,173030,0,0,4,0,76,29,60,6,1,173030,0,173030,2,1,0,366,0,-1,532482,76
481,0,249,540000,255,120,255,1905,120,230,120,0,2,37,0,2,120,120,255,120,Sevilla FC,0,0,-1,2,0,168651,4,8,-1,70,0,2,0,4,0,8,1,0,43883,0,1,445,70,449,0,1,80,1,80,80,80,2,-5,0,82,0,-1,82,2,0,0,168651,132104,3,168651,0,0,5,4,224334,7,481,7,148488,0,2,0,0,146536,1,1,7,1,168651,1,0,4,0,80,29,80,7,1,168651,0,168651,2,8,0,366,0,-1,270344,80
483,230,250,370000,135,100,0,1923,1,255,1,100,2,39,215,2,1,1,50,100,Villarreal CF,0,0,-1,1,0,189513,4,8,-1,50,0,2,3,4,0,6,1,0,23500,0,2,517,60,461,0,1,80,1,78,80,78,2,0,3,77,0,-1,77,2,0,0,189513,132096,3,189513,0,0,0,3,189513,7,483,1,319488,0,2,0,0,157481,1,1,4,0,189513,0,0,4,0,78,29,60,5,1,208093,0,189513,2,7,0,366,0,-1,4198400,77
485,255,255,90115,1,255,1,1896,255,1,255,255,1,52,157,1,255,255,1,255,Hannover 96,58,0,-1,1,0,250941,0,7,-1,50,0,2,1,3,1,4,0,0,49200,0,1,208,40,110500,0,1,70,3,70,69,70,2,9,1,71,1,-1,70,1,0,0,210665,139392,1,226167,0,0,1,2,250941,4,485,0,282752,0,2,0,0,186148,2,0,5,0,210489,2,0,4,0,70,51,80,2,1,226050,0,250941,2,1,0,316,0,-1,4196480,68
487,37,95,8420,255,160,255,1899,160,128,160,159,1,52,0,1,160,160,255,160,VfL Osnabrück,128,0,-1,1,0,263089,4,1,-1,60,0,1,2,4,0,4,0,0,16667,0,1,635,40,531,0,1,68,3,65,66,66,2,8,2,64,2,-1,66,1,0,0,263089,270608,1,263089,0,0,0,1,263089,7,487,0,4247824,0,2,0,0,250993,2,0,6,0,263089,0,0,4,0,67,51,60,6,1,250763,0,263089,2,1,0,316,0,-1,526608,65
489,1,1,5100,255,255,255,1910,255,50,1,1,1,40,160,1,255,1,255,1,Farense,50,0,-1,1,0,209621,0,2,-1,50,0,2,1,4,0,1,0,0,15000,0,1,824,40,10031,0,1,70,1,69,71,69,2,-8,1,68,1,-1,68,1,0,0,209621,132096,0,257266,0,0,0,5,257266,3,489,0,286720,0,2,0,0,240316,1,1,2,0,209621,0,0,4,0,69,81,60,9,0,240316,0,209621,2,1,0,316,0,-1,4198400,69
492,1,160,8980,1,220,1,1926,220,255,220,5,1,50,255,1,220,220,1,220,SV Wehen Wiesbaden,255,0,-1,2,0,269604,0,1,-1,60,0,2,3,4,0,1,0,0,15295,0,1,636,50,169,0,1,64,3,66,65,65,2,8,3,67,1,-1,66,1,0,0,269604,139272,1,269604,0,0,0,2,269604,2,492,0,184328,0,2,0,0,208776,2,1,4,0,269604,0,0,4,0,66,51,50,2,1,225545,0,269604,2,1,0,316,0,-1,264200,66
503,1,1,10330,1,255,255,1953,255,155,200,1,1,51,1,1,255,200,205,200,Dynamo Dresden,17,0,-1,2,0,234385,0,9,-1,70,0,2,1,4,1,6,0,0,32249,0,1,567,50,506,0,1,65,3,66,67,65,2,13,1,66,1,-1,64,1,0,0,234385,132096,1,257007,0,0,0,3,243514,6,503,0,155648,0,2,0,0,216377,1,1,4,0,234385,0,0,4,0,65,57,70,4,1,216377,0,234385,2,1,0,316,0,-1,266240,67
506,55,84,9270,100,200,202,1949,200,1,200,138,1,50,1,1,200,200,174,200,Erzgebirge Aue,1,0,-1,2,0,216255,0,8,-1,60,0,2,1,4,0,2,0,0,16485,0,1,568,50,503,0,1,64,1,64,64,66,2,12,1,63,1,-1,63,1,0,0,216255,139273,1,216255,0,0,0,1,216255,1,506,0,151561,0,2,0,0,182520,2,0,5,0,216255,0,0,4,0,64,57,70,8,1,216255,0,216255,2,1,0,316,0,-1,264201,68
517,1,1,22000,255,255,255,1904,255,255,255,1,1,-22,255,1,255,255,255,255,Botafogo,255,0,-1,1,0,230397,0,6,-1,50,0,2,2,4,0,6,0,0,44661,0,0,402,60,567,0,1,72,1,71,72,71,2,-43,2,70,1,-1,70,1,1,0,230468,4198408,1,230397,0,0,0,2,230417,7,517,0,542728,0,2,0,1,230397,3,1,3,0,230468,2,0,1,0,71,66,60,7,-3,230516,0,230397,7,4,0,316,0,-1,526344,71
518,70,55,5600,30,255,250,1949,255,55,255,160,1,42,70,1,255,255,30,255,Chaves,160,0,-1,2,0,252926,0,2,-1,60,0,2,3,4,0,3,0,0,8400,0,1,589,60,111539,0,1,70,1,69,69,67,2,-7,3,68,1,-1,69,1,0,0,239215,132104,0,252926,0,0,0,6,251647,2,518,0,172040,0,2,0,1,252926,1,1,7,0,251647,0,0,4,0,69,81,60,6,0,214942,0,252926,2,1,0,316,0,-1,266248,67
523,81,1,4700,1,255,1,1903,255,251,250,173,1,49,190,1,255,250,1,250,1. FC Saarbrücken,1,0,-1,1,0,224424,0,8,-1,50,0,2,2,4,0,4,0,0,16003,0,1,821,40,29,0,1,66,3,65,65,65,2,6,2,65,1,-1,65,1,0,0,224424,270336,0,224424,0,0,0,3,224424,2,523,0,4214784,0,2,0,0,203754,2,0,3,0,224424,0,0,4,0,65,57,70,4,1,256282,0,224424,2,1,0,316,0,-1,526336,65
526,3,255,4100,254,156,255,1907,156,255,156,3,1,51,3,1,156,156,255,156,Rot-Weiß Essen,3,0,-1,2,0,239666,0,4,-1,50,0,1,2,4,0,6,0,0,20352,0,1,656,50,1825,0,1,64,12,65,65,64,2,6,2,64,1,-1,64,1,0,0,236467,131456,0,261528,0,0,1,3,261528,8,526,0,164224,0,2,0,0,269269,0,0,5,0,239666,1,0,8,0,64,57,60,3,1,260716,0,239666,2,1,0,316,0,-1,262528,64
531,150,0,4240,1,210,1,1906,210,255,210,94,1,51,255,1,210,210,1,210,Preußen Münster,255,0,-1,2,0,216288,0,3,-1,60,0,2,2,4,3,4,0,0,15000,0,1,609,60,159,0,1,62,15,64,62,64,2,7,2,62,1,-1,62,1,0,0,216288,131336,1,216288,0,0,0,2,216288,6,531,0,147720,0,2,0,0,233228,0,0,2,0,216288,0,0,0,0,63,57,60,7,1,209961,0,216288,2,1,0,316,0,-1,262408,65
543,1,227,7920,5,225,175,1907,225,255,225,15,1,48,255,1,225,225,11,225,Jahn Regensburg,255,0,-1,3,0,256634,0,8,-1,60,0,2,1,4,0,2,0,0,15210,1,1,615,60,111239,0,1,63,3,64,65,62,2,12,1,65,1,-1,64,1,0,0,256634,66560,1,213644,0,0,0,3,213644,2,543,0,90112,0,2,0,0,213644,1,0,4,0,256634,0,0,4,0,64,57,50,7,1,276272,0,256634,2,1,0,316,0,-1,135168,61
561,220,85,2800,1,235,1,1889,96,85,29,20,1,51,200,1,29,96,1,235,Forest Green Rovers,20,0,-1,3,0,237860,0,5,-1,60,0,2,0,4,0,1,0,0,5147,9,0,628,50,1936,0,2,62,1,62,62,64,2,-2,0,59,0,-1,62,0,0,0,237860,66560,0,227961,0,0,0,2,227961,1,561,0,82944,0,2,0,0,228226,1,0,2,0,237860,0,0,3,0,63,55,60,5,0,229731,0,237860,2,1,0,316,0,-1,139264,64
563,0,242,947,255,220,255,1928,220,210,220,0,1,54,22,1,220,220,255,220,Sligo Rovers,8,0,-1,3,0,243596,0,6,-1,50,0,2,3,4,0,2,0,0,4000,1,0,455,40,445,0,1,58,0,59,60,61,2,-8,3,58,0,-1,60,1,0,0,182156,66816,0,271093,0,0,5,1,243596,7,563,0,99584,0,2,0,0,182156,1,0,4,0,243596,3,0,3,0,59,161,50,7,0,271093,0,243596,2,1,0,316,0,-1,139520,61
567,112,5,30000,38,230,182,1902,230,255,230,67,2,-22,255,2,230,230,6,230,Fluminense,255,0,-1,1,0,230337,0,9,-1,50,0,2,0,4,0,8,0,0,78838,0,0,402,50,1043,0,1,72,3,72,72,74,2,-43,0,72,1,-1,72,1,0,0,230271,4198465,0,230337,0,0,1,2,230337,9,567,0,559169,0,2,0,1,230271,3,1,3,0,230337,4,0,1,0,72,162,50,8,-3,230278,0,230337,7,4,0,316,0,-1,526401,74
570,128,0,13500,0,250,255,1925,250,255,250,64,1,42,255,1,250,250,0,250,Ternana,0,0,-1,3,0,220084,0,5,-1,60,0,2,0,4,0,3,0,0,14398,0,1,476,40,1847,0,1,66,1,68,67,67,2,12,0,68,1,-1,68,1,0,0,220084,66824,0,220084,0,0,0,1,220084,5,570,0,90376,0,2,0,0,220084,1,0,2,0,220084,0,0,8,0,67,92,50,4,1,220084,0,220084,2,1,0,316,0,-1,135432,67
576,83,1,16850,255,160,255,1900,160,226,170,151,1,54,1,1,170,160,255,160,Holstein Kiel,49,0,-1,1,0,268116,0,6,-1,40,0,2,3,4,0,3,0,0,15034,0,1,642,60,110329,0,1,68,3,69,70,68,2,10,3,69,1,-1,67,1,0,0,268116,132098,1,229472,0,0,0,3,268116,5,576,0,279554,0,2,0,0,243354,0,0,3,0,245622,1,0,4,0,68,51,70,5,1,245622,0,245622,2,1,0,316,0,-1,4202498,70
580,255,255,6990,1,146,1,1907,146,255,146,255,1,49,255,1,146,146,1,146,SV Elversberg,255,0,-1,2,0,238793,0,1,-1,70,0,2,1,4,0,2,0,0,10000,8,1,910,50,523,0,1,67,0,67,69,67,2,7,1,66,1,-1,66,1,0,0,238793,131072,0,238793,0,0,0,3,250946,3,580,0,163840,0,2,0,0,238631,0,1,3,0,250946,0,0,4,0,67,51,50,7,1,238631,0,238793,2,1,0,316,0,-1,262144,65
598,0,250,50000,255,230,255,1930,230,1,230,0,2,-23,1,2,230,230,255,230,São Paulo,1,0,-1,2,0,230385,0,9,-1,70,0,2,0,4,0,7,0,1,72039,0,0,434,40,383,0,1,73,1,73,73,72,2,-46,0,73,1,-1,73,1,1,0,230222,132224,1,230385,3,0,0,2,230222,7,598,1,148608,0,2,0,1,230385,1,1,6,0,230385,6,0,1,0,73,190,60,2,-3,230385,0,230385,7,6,0,316,0,-1,270464,72
605,1,1,330580,255,1,255,1957,1,1,1,204,2,24,1,2,1,1,255,1,Al Hilal,153,0,-1,3,0,224293,4,10,-1,70,0,2,3,4,1,6,0,0,68752,0,1,405,50,112139,0,1,78,1,78,79,79,2,46,3,74,1,-1,73,1,0,0,224293,66696,0,224293,0,0,10,2,224293,6,605,0,115848,0,2,0,1,229851,1,1,3,0,224293,18,0,1,0,77,64,60,1,3,224293,0,224293,9,7,0,366,0,-1,139400,81
607,255,255,290450,1,80,1,1927,52,255,53,1,2,21,255,2,53,52,1,80,Al Ittihad,255,0,-1,2,0,202599,4,8,-1,50,0,2,1,4,1,6,0,0,62345,0,1,232,40,112387,0,1,77,1,77,78,83,2,39,1,71,1,-1,71,1,0,0,202599,132097,0,202599,0,0,9,6,202599,9,607,0,172033,0,2,0,0,209440,1,1,3,0,202599,9,0,1,0,76,64,40,2,3,209499,0,202599,9,6,0,366,0,-1,266241,84
614,1,255,50000,250,1,250,1910,1,224,1,1,1,41,34,1,1,1,250,1,AC Ajaccio,16,0,-1,1,0,178160,4,7,-1,50,0,2,1,4,0,1,0,0,10446,1,1,6,60,58,0,1,68,1,68,68,68,2,8,1,69,1,-1,69,0,0,0,178160,270600,0,204242,0,0,0,1,204242,3,614,0,4215048,0,2,0,0,178160,2,1,3,0,178160,0,0,4,0,68,88,60,8,1,178160,0,178160,2,1,0,316,0,-1,526600,69
621,1,1,2800,1,1,255,1995,1,255,1,1,1,55,240,1,1,1,215,1,Livingston,1,0,-1,1,0,189186,0,3,-1,40,0,1,2,4,0,1,0,0,9512,30,1,673,50,81,0,0,64,15,64,64,65,2,-3,2,62,0,-1,63,1,0,0,189186,139280,0,189186,0,0,0,1,189186,1,621,0,282640,0,2,0,1,223265,2,1,2,0,189186,0,0,3,0,64,90,60,9,0,222932,0,189186,2,1,0,316,0,-1,4196368,65
