firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
Jorge Fernando,Jorge Jesus,Pinheiro de Jesus,51,24,0,249725,9,36,175,5557,75,0,0,249725,2,0,605,6,3,1,1,38,0,0,2,5508,0,82,160572,8
Marcelo,,Gallardo,2,0,0,249983,176,3,170,5558,75,0,0,249983,4,0,607,1,9,0,1,52,0,0,4,5580,0,88,161107,0
,,,2,0,4,250201,0,2020,182,5509,75,0,0,26538,1,0,614,0,2,1,0,18,0,0,1,5713,0,83,157808,8
David,,Martindale,2,5,6,259759,0,4019,177,5509,75,0,0,259759,1,0,621,2,2,1,1,42,0,0,1,5508,0,82,160045,1
Don,,Cowie,2,0,6,70912,655,2008,180,5510,75,0,0,70912,1,0,631,2,5,0,1,42,0,0,1,5728,0,82,161189,0
,,,2,6,6,138629,26,1526,182,5509,76,0,0,26538,2,0,634,0,2,1,0,34,0,0,2,5522,0,82,160967,3
,,,2,0,7,70414,0,4502,183,5511,75,0,0,26544,4,0,645,0,9,0,0,34,0,0,4,5520,0,83,161140,0
Rik,,De Mil,51,20,4,274862,10,2030,175,5531,75,0,0,274862,3,0,670,0,2,0,1,7,0,0,3,5504,0,82,160852,5
Wouter,,Vrancken,51,2,0,251205,37,3512,185,5551,75,0,0,251205,1,0,673,0,1,1,1,7,0,0,1,5524,0,85,160602,7
Hein,,Vanhaezebrouck,51,2,4,249547,118,27,189,5509,75,0,0,249547,2,0,674,6,1,1,1,7,0,0,2,5713,0,86,160028,9
Thorsten,,Fink,51,24,28,720,167,3516,181,5509,79,0,0,720,1,0,680,0,1,0,1,21,0,0,1,5507,0,82,160967,24
Bart,,Goor,2,23,14,279607,0,2019,183,5511,75,0,0,279607,2,0,681,2,3,0,1,7,0,0,2,5729,0,82,161120,0
,,,2,0,28,261363,691,528,185,5557,75,0,0,26545,9,2,687,1,9,0,0,18,0,0,9,5707,0,85,160122,0
,,,2,6,0,71668,141,58,173,5575,75,0,0,26541,2,3,688,0,6,0,0,95,0,0,2,5514,0,87,161160,6
,,,2,0,4,51022,181,4001,186,5510,84,0,0,26543,2,0,689,0,7,0,0,21,0,0,2,5522,0,85,160602,3
,,,2,6,0,249083,635,2030,175,5530,75,0,0,26541,2,3,691,0,6,0,0,95,0,0,2,5514,0,82,159328,3
,,,51,9,0,249420,24,2017,175,5527,75,0,0,26542,3,0,693,0,3,0,0,95,0,0,3,5520,0,82,160913,0
,,,51,0,8,253731,206,1031,185,5558,75,0,0,26545,8,2,694,1,9,0,0,95,0,0,8,5510,0,85,159561,0
,,,0,0,0,63026,16,1,180,5500,75,0,0,26537,2,0,695,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,8,0,250306,656,1520,185,5531,75,0,0,26542,2,0,696,0,3,1,0,95,0,0,2,5502,0,85,155986,9
,,,2,6,6,17744,176,2014,180,5530,78,0,0,26541,2,3,697,0,6,0,0,95,0,0,2,5505,0,82,160060,6
,,,2,3,4,16169,89,3512,174,5514,66,0,0,26540,2,3,698,0,1,1,0,95,0,0,2,5522,0,88,155673,6
Oscar,,Hiljemark,0,16,6,274997,636,0,184,5560,75,0,0,274997,2,0,700,2,1,0,1,46,0,0,2,5506,0,82,161305,2
Andreas,,Alm,2,0,8,41487,297,3,180,5529,80,0,0,41487,1,0,702,0,3,0,1,46,0,0,1,5718,0,82,161151,0
Kim,,Hellberg,2,6,4,267686,243,27,180,5511,75,0,0,267686,1,0,708,2,1,0,1,46,0,0,1,5718,0,82,161151,6
Kim,,Bergstrand,51,6,6,249857,114,4006,180,5511,75,0,0,249857,2,0,710,0,2,0,1,46,0,0,2,5506,0,82,159325,0
Pål Arne,,Johansen,2,6,4,266711,230,59,179,5511,75,0,0,266711,1,0,711,0,1,0,1,36,0,0,1,5510,0,82,160444,9
Sérgio A.,Sérgio Vieira,de Oliveira Vieira,2,23,6,250490,161,30,180,5509,75,0,0,250490,3,0,718,0,3,0,1,38,0,0,3,5523,0,81,160602,0
Sergen,,Yalçın,51,5,12,250477,297,2512,176,5511,75,0,0,250477,1,0,741,0,1,1,1,48,0,0,1,5568,0,83,161150,6
Luís Carlos,Luís Freire,Batalha Freire,1,0,28,255598,105,55,176,5520,75,0,0,255598,2,0,744,1,9,0,1,38,0,0,2,5523,0,82,160235,0
Osman Zeki,,Korkmaz,51,22,45,269650,92,4019,174,5511,75,0,0,269650,3,0,746,0,3,0,1,48,0,0,3,5523,0,88,161169,9
Markus,,Gisdol,51,1,0,250027,57,3509,184,5511,75,0,0,250027,1,0,748,2,2,0,1,21,0,0,1,5567,0,82,161068,4
Andreas,,Heraf,51,6,6,248984,160,3507,176,5511,75,0,0,248984,2,0,781,6,1,0,1,4,0,0,2,5520,0,82,161151,9
Jacob,,Neestrup,0,2,4,256779,150,21,184,5558,75,0,0,256779,2,0,819,0,1,0,1,13,0,0,2,5523,0,81,160683,2
Ivan,,Prelec,2,6,4,268123,92,4002,178,5511,75,0,0,268123,2,0,822,0,3,0,1,10,0,0,2,5506,0,82,160494,6
Damien,,Duff,2,5,8,265419,642,2016,177,5526,75,0,0,265419,2,0,834,6,3,0,1,25,0,0,2,5510,0,81,160362,12
Jon,,Daly,2,3,6,2392,75,14,191,5529,83,0,0,2392,2,0,837,2,1,0,1,25,0,0,2,5510,0,86,161294,6
Mariusz,,Rumak,51,9,0,250015,28,2006,176,5538,75,0,0,250015,1,0,873,2,3,0,1,37,0,0,1,5534,0,81,161136,9
Janusz,,Niedźwiedź,51,0,0,269444,0,1550,180,5509,75,0,0,269444,2,0,874,6,1,0,1,37,0,0,2,5716,0,82,160237,4
Ricardo,,Moniz,51,0,0,250375,277,1526,167,5511,75,0,0,250375,5,0,894,0,9,0,1,34,0,0,5,5520,0,88,161263,0
Fabio,,Celestini,51,9,0,117321,665,3512,183,5511,83,0,0,117321,4,0,896,0,3,0,1,47,0,0,4,5565,0,82,160745,23
Mario,,Frick,51,9,4,258145,161,3,182,5557,75,0,0,258145,2,0,897,0,9,0,1,29,0,0,2,5503,0,82,160410,9
Peter,,Zeidler,51,0,0,250308,0,2501,184,5527,75,0,0,250308,2,0,898,1,1,1,1,21,0,0,2,5715,0,82,159141,8
Joël,,Magnin,2,9,4,251406,0,500,178,5527,75,0,0,251406,2,0,900,0,3,0,1,47,0,0,2,5521,0,82,161214,0
Bob,,Bradley,51,0,0,192944,0,20,177,5527,75,0,0,192944,1,0,917,2,1,1,1,95,0,0,1,5707,0,81,160383,1
Kjetil,,Knutsen,2,9,6,249860,155,4014,182,5511,75,0,0,249860,3,0,918,0,3,0,1,36,0,0,3,5506,0,82,158960,6
Eirik,,Horneland,2,0,4,249307,101,2006,180,5511,75,0,0,249307,2,0,919,1,1,0,1,36,0,0,2,5520,0,82,160277,3
Geir,,Bakke,51,9,6,249457,0,2016,170,5511,75,0,0,249457,1,0,920,6,2,0,1,36,0,0,1,5710,0,89,159690,1
Jørgen,,Isnes,51,24,4,272752,633,1517,188,5511,75,0,0,272752,2,0,922,2,1,1,1,36,0,0,2,5520,0,85,160786,9
Sun Hong,Hwang Sun Hong,Hwang,1,0,0,241684,13,522,183,5707,80,0,0,241684,4,0,980,6,9,0,1,167,0,0,4,5566,0,82,161305,0
Gi Dong,Kim Gi Dong,Kim,2,0,0,249856,522,560,171,5707,75,0,0,249856,4,0,982,1,9,1,1,167,0,0,4,5587,0,88,161133,0
Sung Hwan,Byun Sung Hwan,Byun,2,0,0,72671,631,548,176,5554,75,0,0,72671,4,0,983,0,9,0,1,167,0,0,4,5566,0,82,161304,0
Leandro,,Romagnoli,2,20,6,262198,43,48,172,5511,75,0,0,262198,3,0,1013,0,3,0,1,52,0,0,3,5506,0,88,161253,20
,,,0,0,0,63029,16,1,180,5500,75,0,0,26537,2,0,1035,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63030,16,1,180,5500,75,0,0,26537,2,0,1039,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63031,16,1,180,5500,75,0,0,26537,2,0,1041,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63008,16,1,180,5500,75,0,0,26537,2,0,1043,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63010,16,1,180,5500,75,0,0,26537,2,0,1048,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Gareth,,Southgate,51,3,8,42,208,1547,183,5529,75,0,0,42,2,3,1318,0,5,0,0,14,0,0,2,5507,0,81,157367,3
,,,2,3,45,249271,161,608,177,5529,75,0,0,26543,3,0,1325,2,7,0,0,21,0,0,3,5524,0,81,160398,0
Zlatko,,Dalić,51,3,6,250720,69,4013,179,5541,75,0,0,250720,4,0,1328,1,3,0,1,10,0,0,4,5517,0,82,158874,3
Ivan,,Hašek,51,24,6,71340,0,4018,176,5522,75,0,0,71340,1,0,1330,2,5,1,1,12,0,0,1,5552,0,82,161154,8
Kasper,,Hjulmand,2,1,0,249835,40,2008,184,5557,75,0,0,249835,2,0,1331,0,2,0,1,13,0,0,2,5508,0,82,159903,1
Markku,,Kanerva,2,9,0,250025,93,48,185,5560,75,0,0,250025,2,0,1334,0,8,0,1,17,0,0,2,5501,0,85,158575,1
Didier,,Deschamps,51,9,0,220469,150,3507,169,5555,71,0,0,220469,2,0,1335,0,5,0,1,18,0,0,2,5524,0,88,156957,6
Julian,,Nagelsmann,0,1,45,249812,284,4010,189,5509,75,0,0,249812,2,0,1337,6,1,1,1,21,0,0,2,5522,0,85,161050,1
Åge,,Hareide,51,9,0,248910,93,2008,180,5535,75,0,0,248910,2,0,1341,6,3,0,1,36,0,0,2,5507,0,82,160889,1
,,,51,8,4,249931,0,25,180,5529,75,0,0,26544,4,0,1343,6,9,1,0,27,0,0,4,5574,0,82,161029,9
Ståle,,Solbakken,51,1,45,250516,0,2002,190,5509,75,0,0,250516,2,0,1352,0,2,1,1,36,0,0,2,5718,0,85,160031,1
,,,51,9,45,148408,26,1518,176,5511,69,0,0,26544,2,0,1353,6,9,1,0,37,0,0,2,5507,0,82,161047,24
Roberto,Roberto Martínez,Martínez Montoliú,51,23,0,53951,0,32,175,5547,77,0,0,53951,5,0,1354,1,3,0,0,45,0,0,5,5578,0,82,160794,22
Stephen,,Kenny,51,8,0,250535,291,2512,175,5546,75,0,0,250535,1,0,1355,0,8,0,1,25,0,0,1,5713,0,81,161287,5
Edward,,Iordănescu,2,24,4,249304,65,2,180,5529,75,0,0,249304,2,0,1356,0,8,1,1,39,0,0,2,5508,0,82,160446,9
Steve,,Clarke,51,24,8,250538,26,57,178,5541,75,0,0,250538,2,0,1359,0,5,0,1,42,0,0,2,5518,0,83,159464,8
Luis,Luis de la Fuente,de la Fuente,51,8,4,272689,0,2517,173,5541,75,1,0,272689,3,3,1362,0,3,0,0,45,0,0,3,5517,0,88,160762,8
Jon Dahl,,Tomasson,51,5,0,254883,155,3,182,5511,75,0,0,254883,2,0,1363,0,1,0,1,13,0,0,2,5713,0,82,161211,1
Sergiy,,Rebrov,51,9,6,250494,150,3510,173,5509,75,0,0,250494,3,0,1366,0,3,0,1,49,0,0,3,5526,0,88,160943,23
Rob,,Page,2,3,4,250393,0,3516,183,5527,75,0,0,250393,2,0,1367,6,1,1,1,50,0,0,2,5510,0,82,159997,8
Lionel,,Scaloni,2,0,6,8842,182,34,182,5510,80,0,0,8842,2,0,1369,0,3,0,1,52,0,0,2,5566,0,82,159173,0
Jaime,,Lozano,51,23,6,140251,451,1501,172,5559,70,0,0,140251,4,0,1386,0,9,0,1,83,0,0,4,5586,0,88,160952,0
,,,2,6,6,18887,0,40,185,5511,77,0,0,26538,1,0,1387,2,2,0,0,95,0,0,1,5566,0,85,159295,6
Henrik,,Jensen,2,2,4,271221,77,47,190,5527,75,0,0,271221,2,0,1439,0,1,0,1,13,0,0,2,5510,0,85,160782,2
,,,0,0,0,63001,16,1,180,5500,75,0,0,26537,2,0,1443,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Kenneth,,Dokken,2,3,4,70260,673,3501,183,5511,75,0,0,70260,2,0,1456,0,1,0,1,36,0,0,2,5566,0,82,161166,3
Sancheev,,Manoharan,2,22,6,279744,65,3516,180,5551,75,0,0,279744,5,0,1463,0,3,0,1,13,0,0,5,5728,0,82,161295,22
,,,0,0,0,63027,16,1,180,5500,75,0,0,26537,2,0,1473,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Tae Ha,Park Tae Ha,Park,2,0,0,250558,145,552,177,5545,75,0,0,250558,4,0,1474,1,3,1,1,167,0,0,4,5580,0,82,161134,0
Do Heon,Kim Do Heon,Kim,1,0,0,72399,631,509,177,5526,75,0,0,269708,4,0,1477,0,9,0,1,167,0,0,4,5567,0,82,161298,0
Hak Bum,Kim Hak Bum,Kim,51,0,0,249519,26,501,174,5530,75,0,0,249519,4,0,1478,0,9,1,1,167,0,0,4,5525,0,88,161124,21
,,,51,8,0,267812,150,52,170,5555,75,0,0,26537,1,0,1480,0,1,0,0,14,0,0,1,5715,0,88,160474,6
Thomas,,Thomasberg,51,6,6,41039,155,2008,180,5511,75,0,0,41039,1,0,1516,0,6,1,1,13,0,0,1,5506,0,82,159141,6
,,,2,21,0,248947,0,4011,181,5528,75,0,0,26538,4,0,1530,1,2,0,0,18,0,0,4,5510,0,82,160851,9
Kevin,,Doherty,51,23,6,265779,189,2014,193,5527,75,0,0,265779,2,0,1572,1,6,0,1,25,0,0,2,5510,0,85,160391,6
,,,0,0,0,63028,16,1,180,5500,75,0,0,26537,2,0,1629,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Alessandro,,Mangiarratti,2,5,45,70508,43,4021,182,5511,75,0,0,70508,2,0,1704,0,1,0,1,47,0,0,2,5569,0,82,161089,5
Patrick,,Rahmen,51,5,6,261702,114,4006,183,5509,75,0,0,261702,2,0,1713,0,4,0,1,47,0,0,2,5520,0,83,160967,23
,,,2,6,4,251153,141,1512,177,5531,75,0,0,26541,3,3,1738,1,6,0,0,44,0,0,3,5569,0,81,160591,23
Pierpaolo,,Bisoli,51,9,6,155207,26,14,182,5511,76,0,0,155207,2,0,1744,0,4,1,1,27,0,0,2,5506,0,83,161254,9
Osian,,Roberts,51,8,6,72131,189,2008,178,5557,75,0,0,72131,3,0,1745,0,3,0,1,50,0,0,3,5510,0,83,161139,9
Davide,,Nicola,51,1,50,137231,84,30,177,5511,78,0,0,137231,2,0,1746,1,1,1,1,27,0,0,2,5510,0,82,160803,9
Miron,,Muslic,2,0,18,260437,172,4002,184,5557,75,0,0,260437,4,0,1750,1,3,1,1,4,0,0,4,5718,0,82,160682,23
Christian,,Johnsen,2,19,6,275850,154,4022,185,5511,75,0,0,275850,3,0,1755,0,3,0,1,36,0,0,3,5520,0,85,160949,5
Jakob,,Michelsen,51,8,0,249625,92,3503,174,5535,75,0,0,249625,2,0,1756,0,10,0,1,13,0,0,2,5718,0,88,160429,8
Hans Erik,,Ødegaard,51,2,45,260345,92,69,180,5511,75,0,0,260345,1,0,1757,0,10,0,1,36,0,0,1,5506,0,82,160056,6
Rasmus,,Bertelsen,1,5,6,250346,290,37,176,5511,75,0,0,250346,1,0,1786,2,1,0,1,13,0,0,1,5521,0,83,160867,27
Peter,,Pacult,51,8,0,262605,150,1548,182,5527,75,0,0,262605,3,0,1787,0,3,1,1,4,0,0,3,5566,0,82,160059,0
Johannes Hoff,,Thorup,0,2,0,273049,160,4020,180,5557,75,0,0,273049,2,0,1788,0,2,0,1,13,0,0,2,5718,0,82,160792,1
,,,2,3,6,273650,65,33,186,5511,75,0,0,26541,2,3,1790,0,6,0,0,14,0,0,2,5520,0,85,160805,0
,,,0,0,0,63002,16,1,180,5500,75,0,0,26537,2,0,1792,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,6,4,274506,655,58,175,5511,75,0,0,26543,3,0,1793,1,7,0,0,45,0,0,3,5722,0,82,160980,0
Chris,,Wilder,51,24,6,249119,122,57,180,5530,75,1,0,249119,1,4,1794,6,1,1,0,14,0,0,5,5526,0,82,161124,8
,,,0,6,4,71582,101,1536,175,5555,75,0,0,26543,1,0,1795,2,7,0,0,14,0,0,1,5551,0,82,161219,5
Vincent,,Kompany,2,0,4,251204,0,1007,190,5511,75,1,0,139720,6,0,1796,1,9,0,0,7,0,1,6,5520,0,5,160585,0
,,,51,15,0,250542,92,1546,170,5509,75,0,0,26539,2,0,1797,6,1,1,0,42,0,0,2,5582,0,89,161258,4
,,,2,5,6,278890,231,30,194,5511,75,0,0,26541,2,3,1798,0,6,0,0,14,0,0,2,5510,0,85,161075,20
Oliver,,Glasner,51,19,0,152260,140,2019,181,5558,72,0,0,152260,1,0,1799,2,1,0,1,4,0,0,1,5520,0,82,161201,2
,,,51,9,0,53796,150,3510,173,5511,65,0,0,26539,2,0,1800,0,1,0,0,14,0,0,2,5520,0,88,158659,1
,,,51,24,6,150729,65,3513,177,5557,72,0,0,26537,2,0,1801,1,1,1,0,14,0,0,2,5520,0,82,160396,23
,,,2,3,4,255983,199,2019,178,5511,75,0,0,26541,1,3,1802,0,6,0,0,14,0,0,1,5504,0,82,161278,20
,,,2,3,45,275200,77,29,180,5511,75,0,0,26541,2,3,1803,0,6,0,0,14,0,0,2,5713,0,82,160894,20
,,,51,8,4,101999,289,2016,178,5529,76,0,0,26541,2,3,1804,1,6,0,0,42,0,0,2,5504,0,82,161095,24
,,,51,8,6,5534,290,30,180,5510,72,0,0,26544,2,0,1805,0,9,0,0,18,0,0,2,5728,0,82,161224,6
,,,2,9,6,265778,65,42,183,5509,75,0,0,26543,2,0,1806,2,7,0,0,14,0,0,2,5713,0,82,161138,0
,,,0,19,6,278857,666,10,184,5511,75,0,0,26543,2,0,1807,0,7,0,0,21,0,0,2,5510,0,82,161071,5
Roberto,,De Zerbi,51,0,14,157767,63,2017,175,5707,66,0,0,157767,4,0,1808,1,3,1,1,27,0,0,4,5707,0,81,160681,9
,,,2,0,6,275884,114,3512,177,5511,75,0,0,26543,2,0,1809,1,7,0,0,45,0,0,2,5510,0,81,160950,21
,,,51,9,0,250198,632,1521,183,5511,75,0,0,26543,2,0,1814,1,7,0,0,18,0,0,2,5510,0,82,159506,0
,,,51,24,50,250244,150,2516,173,5511,75,0,0,26537,1,0,1815,6,1,0,0,18,0,0,1,5567,0,88,158838,23
,,,2,0,1,8753,25,1024,177,5557,71,0,0,26545,9,2,1816,0,9,0,0,136,0,0,9,5565,0,82,160967,0
,,,51,24,0,250197,78,2512,177,5556,75,0,0,26539,1,0,1819,1,1,0,0,18,0,0,1,5567,0,81,160207,0
,,,2,0,9,276563,117,2015,188,5520,75,0,0,26543,2,0,1824,2,7,0,0,21,0,0,2,5566,0,84,160967,0
Uwe,,Schubert,51,9,0,260769,105,2515,186,5511,75,0,0,260769,2,0,1825,2,2,0,1,21,0,0,2,5510,0,84,161264,6
Jens,,Martens,51,9,0,71767,182,41,180,5511,75,0,0,71767,2,0,1829,0,8,1,1,21,0,0,2,5520,0,82,161236,9
,,,51,19,50,257394,693,40,185,5520,75,0,0,26540,1,3,1831,6,1,0,0,21,0,0,1,5569,0,85,161104,19
,,,0,23,12,256011,181,1526,183,5509,75,0,0,26541,2,3,1832,0,6,0,0,21,0,0,2,5522,0,82,159879,23
Andrea,,Pirlo,2,6,8,257947,32,3,177,5558,75,1,0,7763,2,3,1837,0,3,0,0,27,0,1,3,5510,0,82,160963,3
Claudio,,Ranieri,51,24,0,273045,290,539,182,5529,75,1,0,232301,3,0,1842,1,9,0,0,27,0,0,3,5524,0,85,160785,9
Michele,,Mignani,51,3,0,113185,195,34,181,5584,68,0,0,113185,1,0,1843,0,5,0,1,27,0,0,1,5713,0,82,161244,6
,,,2,6,50,72160,118,4001,188,5527,75,0,0,26541,2,3,1846,2,6,0,0,27,0,0,2,5522,0,84,161244,6
Massimo,,Carrera,51,9,0,163929,636,3513,181,5544,79,0,0,163929,3,0,1847,0,5,0,1,27,0,0,3,5587,0,82,161222,9
Federico,,Giampaolo,51,8,28,71995,26,3510,175,5707,75,0,0,71995,4,0,1848,0,5,0,1,27,0,0,4,5707,0,82,161256,8
Felipe,,Miñambres,51,9,6,271998,182,43,176,5580,75,0,0,271998,2,0,1853,1,9,0,1,45,0,0,2,5534,0,82,161200,23
Alberto,Alberto González,González Fernández,2,0,0,71745,37,2017,173,5725,75,0,0,71745,1,0,1854,0,9,0,1,45,0,0,1,5713,0,88,161237,0
José,José Bordalás,Bordalás Jiménez,2,22,28,249735,635,34,180,5509,75,0,0,249735,2,0,1860,1,9,0,1,45,0,0,2,5508,0,82,160904,0
José,Pepe Mel,Mel Pérez,51,9,0,249739,0,4005,179,5530,75,0,0,249739,3,0,1861,0,3,1,1,45,0,0,3,5565,0,82,161223,6
Ludovic,,Magnin,2,15,4,45517,92,1517,185,5555,80,0,0,45517,2,0,1862,0,1,1,1,47,0,0,2,5522,0,86,160563,15
Gonçalo,,Feio,2,0,14,71955,176,52,174,5509,75,0,0,71955,2,0,1871,0,3,1,1,38,0,0,2,5508,0,88,161251,0
Dejan,,Stanković,2,23,8,271966,26,3516,181,5718,75,0,0,271966,3,0,1874,2,9,1,1,51,0,0,3,5713,0,83,161032,23
Martín,,Demichelis,2,23,8,272362,245,1524,184,5529,75,0,0,134979,4,0,1876,2,9,0,0,52,0,0,3,5525,0,82,160740,9
Diego Hernán,,Martínez,2,6,0,257048,84,4008,175,5527,75,0,0,257048,3,0,1877,1,9,0,1,52,0,0,3,5506,0,81,161151,3
Fatih,,Terim,51,9,0,183635,297,1501,172,5532,75,0,0,183635,4,0,1884,1,3,1,1,48,0,0,4,5507,0,87,161146,0
Marco,,Rossi,51,9,3,249995,0,33,185,5540,75,0,0,249995,2,0,1886,6,3,0,1,27,0,0,2,5517,0,85,159129,9
Álvaro Adriano,Álvaro Pacheco,Teixeira Pacheco,51,24,14,262409,310,1502,180,5511,75,0,0,262409,4,0,1887,0,6,1,1,38,0,0,4,5566,0,82,160955,24
Vítor Fernando,Vítor Campelos,Carvalho Campelos,2,24,0,250664,293,4018,180,5527,75,0,0,250664,4,0,1888,2,6,0,1,38,0,0,4,5715,0,83,160097,22
Rui Pedro,Rui Duarte,Duarte,2,20,6,71842,26,1502,173,5510,75,0,0,71842,3,0,1896,0,9,0,1,38,0,0,3,5728,0,87,161244,21
Ricardo Filipe,Ricardo Paiva,Correia de Paiva,51,23,4,279936,284,2021,178,5510,75,0,0,279936,2,0,1898,0,9,0,1,38,0,0,2,5717,0,82,161148,23
Tiago Manuel,Tiago Aguiar,Valtelhas de Aguiar,2,6,45,277338,117,21,180,5511,75,0,0,277338,3,0,1900,2,1,0,1,38,0,0,3,5729,0,81,160967,21
,,,51,24,0,250428,150,3500,182,5555,75,0,0,26539,3,0,1903,6,1,0,0,34,0,0,3,5500,0,83,161034,5
,,,51,23,6,249554,242,2516,181,5527,75,0,0,26545,7,2,1905,0,9,0,0,34,0,0,7,5718,0,82,160967,0
,,,2,21,0,70512,294,1502,176,5509,75,0,0,26540,3,3,1906,1,1,0,0,7,0,0,3,5504,0,82,161167,0
,,,51,3,4,254511,0,3500,180,5509,75,0,0,26544,1,0,1908,2,9,0,0,34,0,0,1,5718,0,82,160967,9
,,,51,8,0,249305,655,2014,176,5555,75,0,0,26537,4,0,1909,0,1,0,0,34,0,0,4,5533,0,82,161109,22
,,,2,8,0,263729,221,1512,186,5555,75,0,0,26543,2,0,1910,0,7,0,0,34,0,0,2,5566,0,84,159843,0
,,,2,24,6,262475,230,2508,187,5509,75,0,0,26541,1,3,1913,0,6,0,0,34,0,0,1,5504,0,84,160602,9
,,,51,9,6,249706,0,2006,175,5509,75,0,0,26538,1,0,1914,0,2,0,0,34,0,0,1,5508,0,82,160967,1
,,,2,6,6,266271,43,2517,171,5529,75,0,0,26544,2,0,1917,0,9,0,0,42,0,0,2,5718,0,87,160813,3
,,,2,4,6,264197,114,2016,182,5511,75,0,0,26541,1,3,1919,0,6,0,0,14,0,0,1,5726,0,81,161096,6
Rob,,Edwards,2,6,4,102001,283,2010,185,5509,74,0,0,102001,2,0,1923,2,2,0,0,50,0,0,3,5566,0,84,160741,5
Thomas,,Frank,51,6,0,250581,9,2004,182,5511,75,0,0,250581,2,0,1925,1,5,0,1,13,0,0,2,5520,0,81,159248,3
,,,2,9,6,256437,114,2501,175,5511,75,0,0,26539,3,0,1926,0,1,1,0,14,0,0,3,5510,0,82,160928,1
,,,2,0,28,53016,0,1004,188,5510,96,0,0,26545,9,2,1928,0,9,0,0,82,0,0,9,5566,0,86,161194,23
,,,0,0,0,63003,16,1,180,5500,75,0,0,26537,2,0,1929,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,19,4,261049,140,1553,173,5511,75,0,0,26540,1,3,1930,0,1,0,0,195,0,0,1,5725,0,88,160096,6
,,,51,6,6,19103,161,2009,185,5511,76,0,0,26541,3,3,1931,0,6,0,0,14,0,0,3,5506,0,85,160361,6
,,,0,0,0,72065,16,1,180,5511,75,0,0,26543,2,0,1932,0,7,0,0,14,0,0,2,5510,0,82,161263,0
,,,2,3,6,271964,641,5,176,5510,75,0,0,26543,2,0,1933,0,7,1,0,14,0,0,2,5566,0,81,160838,6
,,,1,3,8,273115,164,68,188,5511,75,0,0,26541,2,3,1934,0,6,1,0,25,0,0,2,5510,0,85,161165,3
,,,2,0,8,249189,119,33,175,5511,75,0,0,26543,2,0,1935,6,7,1,0,14,0,0,2,5510,0,81,161154,0
,,,2,6,4,53746,166,17,178,5543,76,0,0,26541,2,3,1936,0,6,1,0,14,0,0,2,5504,0,82,161057,12
,,,2,3,6,70181,172,58,179,5511,75,0,0,26540,2,3,1937,0,1,0,0,14,0,0,2,5718,0,82,161168,0
,,,51,8,0,19321,221,1556,178,5511,66,0,0,26540,1,3,1938,0,1,1,0,42,0,0,1,5707,0,83,160789,9
,,,51,8,6,140975,65,9,185,5556,73,0,0,26540,2,3,1939,1,1,0,0,35,0,0,2,5720,0,85,161284,0
,,,51,3,6,151182,75,57,175,5511,75,0,0,26539,3,0,1940,0,1,1,0,14,0,0,3,5510,0,82,160000,3
Andoni,Iraola,Iraola Sagarna,2,0,6,251637,160,3,182,5520,75,0,0,251637,2,4,1943,1,3,0,0,45,0,0,2,5718,0,82,160955,0
,,,51,1,45,53585,65,1522,183,5511,80,0,0,26539,2,0,1944,0,1,0,0,14,0,0,2,5510,0,82,161214,1
,,,51,19,0,250311,642,3516,183,5558,75,0,0,26539,2,0,1947,0,1,1,0,14,0,0,2,5713,0,82,160237,0
,,,2,3,45,249239,137,47,180,5511,75,0,0,26541,2,3,1951,0,6,0,0,14,0,0,2,5507,0,81,161105,3
,,,2,0,4,270334,239,1031,178,5529,75,0,0,26545,6,2,1952,0,9,0,0,14,0,0,6,5718,0,81,160727,0
,,,51,6,0,119834,284,2016,175,5557,72,0,0,26539,2,0,1958,0,1,1,0,14,0,0,2,5713,0,83,160488,6
,,,51,0,4,249959,0,22,178,5509,75,0,0,26538,2,0,1960,0,2,1,0,14,0,0,2,5718,0,82,161155,0
,,,51,0,8,249337,186,1535,184,5511,75,0,0,26543,3,0,1961,2,7,1,0,48,0,0,3,5510,0,82,160939,23
,,,2,6,6,188200,129,2008,180,5511,70,0,0,26543,2,0,1962,0,7,0,0,14,0,0,2,5718,0,82,161120,3
Mauricio,,Pellegrino,2,23,6,10974,93,1537,193,5520,84,1,0,10974,4,0,1968,1,3,0,0,52,0,0,4,5522,0,85,161174,23
