firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
Gaute Ugelstad,,Helstrup,51,24,45,261271,43,3500,175,5511,75,0,0,261271,2,0,418,0,1,0,1,36,0,0,2,5728,0,82,159830,8
Jan,,Urban,51,9,0,249636,75,11,179,5513,75,0,0,249636,2,0,420,1,1,0,1,37,0,0,2,5523,0,83,160862,0
Liam,,Buckley,51,5,0,249915,8,3500,173,5511,75,0,0,249915,2,0,422,0,1,0,1,25,0,0,2,5510,0,89,160908,1
Jon,,Daly,2,3,6,2392,75,11,191,5510,83,0,0,2392,2,0,423,2,1,0,1,25,0,0,2,5510,0,86,160927,6
Henning,,Berg,51,8,6,47,0,1550,180,5511,76,0,0,47,2,0,433,0,1,0,1,36,0,0,2,5510,0,82,160968,8
Nenad,,Bjelica,51,23,4,9797,632,2512,181,5529,76,0,0,9797,2,0,436,0,3,1,1,10,0,0,2,5505,0,82,160893,9
Ruaidhrí,,Higgins,2,23,4,262052,160,34,178,5510,75,0,0,262052,2,0,445,0,1,0,1,35,0,0,2,5510,0,82,160168,23
Ernesto,Ernesto Valverde,Valverde Tejedor,51,23,0,249332,230,2000,169,5529,75,0,0,249332,4,0,448,1,9,0,0,45,0,0,4,5713,0,87,160601,23
Manuel,,Pellegrini,51,9,6,168384,142,1509,184,5580,80,0,0,168384,4,0,449,0,2,0,1,55,0,0,4,5534,0,82,159903,9
Rafael,Rafa Benítez,Benítez Maudes,51,23,12,233859,290,50,175,5535,75,1,0,233859,3,0,450,0,5,0,0,45,0,0,3,5578,0,83,160959,9
Luis,Luis García,García Fernández,2,6,4,275030,65,34,180,5726,75,0,0,275030,4,0,452,0,1,0,1,45,0,0,4,5715,0,81,160878,3
Javier,,Aguirre,51,8,0,192945,175,46,173,5511,75,0,0,192945,3,0,453,0,3,1,0,83,0,0,4,5505,0,88,160503,9
José Alberto,José Alberto,López Menéndez,51,9,4,249745,0,1521,175,5558,75,0,0,249745,3,0,456,2,3,0,1,45,0,0,3,5524,0,83,160767,23
Imanol,Imanol Alguacil,Alguacil,51,9,0,249601,138,25,187,5509,75,1,0,249601,4,0,457,2,7,0,0,45,0,0,4,5534,0,84,159320,23
Miguel Ángel,Ramírez,Ramírez Medina,2,0,6,254086,0,4020,175,5511,75,0,0,254086,2,0,459,2,5,0,1,45,0,0,2,5707,0,82,160802,0
Rubén,Rubén Baraja,Baraja Vegas,51,3,4,141317,648,2506,180,5547,75,0,0,141317,4,0,461,0,3,0,1,45,0,0,4,5524,0,82,160830,23
Paulo,,Pezzolano,2,9,4,253719,186,525,185,5550,75,0,0,253719,2,0,462,0,2,0,1,60,0,0,2,5524,0,85,160879,23
Luis,Luis García,García Plaza,51,0,6,249939,636,22,180,5557,75,0,0,249939,3,0,463,0,3,1,1,45,0,0,3,5567,0,81,160566,0
Joseba,Etxeberria,Etxeberria Lizardi,51,3,0,8340,655,41,178,5557,74,0,0,8340,3,0,467,2,3,0,1,45,0,0,3,5508,0,82,160950,3
Sebastián,,Beccacece,2,4,45,250470,12,1534,182,5520,75,0,0,250470,3,0,468,0,9,1,1,52,0,0,3,5566,0,81,160865,5
Francesc Xavier,García Pimienta,García Pimienta,2,23,8,249393,160,4005,170,5557,75,0,0,249393,2,0,472,0,3,0,1,45,0,0,2,5526,0,88,160444,9
Jagoba,Jagoba Arrasate,Arrasate Elustondo,51,19,6,172720,150,2020,169,5552,72,0,0,172720,3,0,479,0,4,0,0,45,0,0,3,5566,0,88,159141,6
Francisco,Francisco,Rodríguez Vílchez,2,0,0,249408,160,2504,174,5500,75,0,0,249408,4,0,480,0,3,0,1,45,0,0,4,5709,0,88,160964,0
José Luis,Mendilibar,Mendilibar,51,9,0,241378,292,22,174,5511,69,1,0,241378,4,0,481,0,4,1,0,45,0,0,4,5510,0,88,160865,23
Enrique,Quique Setién,Setién Solar,51,8,0,241188,291,1517,183,5532,81,1,0,241188,4,0,483,1,4,0,0,45,0,0,4,5523,0,81,160718,9
,,,2,3,4,102133,189,2,178,5520,72,0,0,26540,2,3,485,0,1,0,0,21,0,0,2,5569,0,82,160602,9
,,,2,9,0,271601,77,2005,183,5527,75,0,0,26540,1,3,487,0,1,0,0,21,0,0,1,5510,0,82,160661,9
José Albano,José Mota,Ferreira da Mota,51,0,0,249744,0,5,175,5532,75,0,0,249744,4,0,489,0,9,1,1,38,0,0,4,5503,0,82,160822,0
,,,51,23,0,250028,114,1520,170,5511,75,0,0,26540,2,3,492,0,1,1,0,21,0,0,2,5506,0,89,160367,6
Markus,,Anfang,51,15,6,42601,65,59,171,5511,69,0,0,42601,3,0,503,0,1,1,1,21,0,0,3,5728,0,88,160581,1
Pavel,,Dotchev,51,24,3,250269,167,2516,176,5527,75,0,0,250269,1,0,506,1,4,0,1,9,0,0,1,5504,0,83,160511,8
,,,0,0,0,63001,16,1,180,5500,75,0,0,26537,2,0,517,0,1,1,0,14,0,0,2,5500,0,86,158960,0
José Manuel,José Gomes,Teixeira Gomes,51,24,6,249775,293,52,180,5535,75,0,0,249775,3,0,518,1,3,0,1,38,0,0,3,5551,0,82,160769,0
Rüdiger,,Ziehl,51,8,0,262855,289,3513,184,5527,75,0,0,262855,2,0,523,2,8,0,1,21,0,0,2,5566,0,82,160237,5
Christoph,,Dabrowski,2,23,6,12070,17,2017,195,5510,82,0,0,12070,3,0,526,0,6,0,1,21,0,0,3,5566,0,85,160602,22
Sascha,,Hildmann,2,20,4,250463,115,58,184,5511,75,0,0,250463,2,0,531,0,3,0,1,21,0,0,2,5567,0,82,159685,20
Joe,,Enochs,51,9,4,105015,290,1506,183,5556,75,0,0,105015,3,0,543,2,10,0,1,95,0,0,3,5566,0,82,160915,9
,,,2,3,6,276844,77,3514,178,5511,75,0,0,26541,2,3,561,1,6,0,0,14,0,0,2,5510,0,83,160984,0
John,,Russell,2,0,4,269585,77,17,173,5510,75,0,0,269585,1,0,563,1,9,0,1,25,0,0,1,5510,0,87,160573,19
,,,0,0,0,63003,16,1,180,5500,75,0,0,26537,2,0,567,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Cristiano,,Lucarelli,51,23,14,4556,105,30,188,5511,83,0,0,4556,2,0,570,1,3,0,1,27,0,0,2,5525,0,86,160980,8
,,,2,3,0,264727,186,1502,178,5511,75,0,0,26540,3,3,576,1,1,0,0,21,0,0,3,5566,0,82,160332,0
,,,51,9,0,249571,667,2014,182,5527,75,0,0,26542,3,0,580,0,3,1,0,21,0,0,3,5510,0,82,159261,6
,,,0,0,0,63005,16,1,180,5500,75,0,0,26537,2,0,598,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Jorge Fernando,Jorge Jesus,Pinheiro de Jesus,51,24,0,249725,9,36,175,5511,75,0,0,249725,2,0,605,6,3,1,1,38,0,0,2,5722,0,82,160572,8
Nuno Herlander,Nuno Espírito Santo,Espírito Santo,51,23,18,250187,26,507,188,5560,75,0,0,250187,6,0,607,0,9,1,1,38,0,0,6,5727,0,85,160605,8
,,,2,0,0,250201,0,2020,182,5509,75,0,0,26538,1,0,614,0,2,1,0,18,0,0,1,5523,0,82,157808,0
David,,Martindale,2,5,6,259759,0,4019,180,5509,75,0,0,259759,1,0,621,2,2,1,1,42,0,0,1,5508,0,82,160045,1
Malky,,Mackay,51,3,0,101883,92,1520,188,5538,90,0,0,101883,2,0,631,0,5,0,1,42,0,0,2,5517,0,85,160201,3
,,,2,6,6,138629,26,2008,182,5509,76,0,0,26538,2,0,634,0,2,1,0,34,0,0,2,5522,0,82,160967,3
,,,2,23,6,276301,655,4003,181,5555,75,0,0,26541,3,3,645,0,6,0,0,21,0,0,3,5713,0,82,160967,3
Felice,,Mazzu,51,9,0,249366,118,25,183,5511,75,0,0,249366,2,0,670,0,6,1,1,7,0,0,2,5524,0,82,160602,0
Wouter,,Vrancken,51,2,0,251205,37,3508,185,5530,75,0,0,251205,1,0,673,0,1,1,1,7,0,0,1,5552,0,85,160602,7
Hein,,Vanhaezebrouck,51,2,4,249547,118,27,189,5511,75,0,0,249547,2,0,674,6,1,1,1,7,0,0,2,5566,0,86,160028,9
Thorsten,,Fink,51,24,28,720,638,3516,181,5509,79,0,0,720,1,0,680,0,1,0,1,21,0,0,1,5533,0,82,160967,24
Jonas,,De Roeck,2,19,0,45139,694,1522,188,5555,80,0,0,45139,2,0,681,0,1,0,1,7,0,0,2,5566,0,85,160602,5
,,,2,0,28,261363,691,528,185,5527,75,0,0,26545,9,2,687,1,9,0,0,18,0,0,9,5510,0,85,160122,0
,,,2,5,8,260112,227,2007,176,5511,75,0,0,26539,2,0,688,0,1,0,0,14,0,0,2,5510,0,82,160613,5
,,,0,0,0,63012,16,1,180,5500,75,0,0,26537,2,0,689,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,8,0,249071,37,4002,183,5511,75,0,0,26537,1,0,691,0,1,0,0,95,0,0,1,5554,0,83,159458,0
,,,51,9,0,249420,24,2017,175,5525,75,0,0,26539,3,0,693,0,1,0,0,95,0,0,3,5523,0,82,160913,0
,,,51,0,8,253731,206,1031,185,5558,75,0,0,26545,8,2,694,1,9,0,0,95,0,0,8,5510,0,85,159561,0
,,,2,6,16,267454,190,1528,175,5521,75,0,0,26541,3,3,695,0,6,0,0,45,0,0,3,5521,0,82,160391,3
,,,51,8,0,250306,656,1,185,5531,75,0,0,26539,2,0,696,0,1,1,0,95,0,0,2,5502,0,85,155986,9
,,,2,6,6,17744,176,2001,180,5530,78,0,0,26541,2,3,697,0,6,0,0,95,0,0,2,5505,0,82,160060,6
,,,2,3,4,16169,89,4,174,5514,66,0,0,26543,2,0,698,0,7,1,0,95,0,0,2,5534,0,88,155673,6
Jimmy,,Thelin,2,6,8,249671,155,16,180,5528,75,0,0,249671,1,0,700,0,1,0,1,46,0,0,1,5569,0,82,158960,3
Glen,,Riddersholm,51,1,0,249490,92,42,190,5540,75,0,0,249490,1,0,702,0,10,1,1,13,0,0,1,5507,0,85,160640,1
Martí,Martí Cifuentes,Cifuentes Corvillo,2,9,4,250029,633,1541,178,5511,75,0,0,250029,3,0,708,0,3,1,1,45,0,0,3,5586,0,81,160444,0
Kim,,Bergstrand,51,6,6,249857,114,4006,180,5511,75,0,0,249857,2,0,710,0,2,0,1,46,0,0,2,5506,0,82,159325,0
Per-Mathias,,Høgmo,51,24,6,250286,26,2016,179,5511,75,0,0,250286,2,0,711,6,1,0,1,36,0,0,2,5507,0,83,160218,0
Sérgio A.,Sérgio Vieira,de Oliveira Vieira,2,0,6,250490,161,3,180,5509,75,0,0,250490,3,0,718,0,3,0,1,38,0,0,3,5523,0,81,160602,0
Nuri,,Şahin,2,0,4,265497,166,1503,180,5511,75,0,0,170797,4,4,741,0,3,1,0,48,0,0,4,5510,0,82,160333,0
Luís Carlos,Luís Freire,Batalha Freire,1,0,8,255598,105,55,176,5558,75,0,0,255598,1,0,744,1,9,0,1,38,0,0,1,5523,0,82,160235,0
Fatih,,Tekke,2,0,4,143294,552,2512,178,5527,75,0,0,143294,1,0,746,2,6,0,1,48,0,0,1,5569,0,82,160718,23
Hüseyin,,Eroğlu,51,23,0,275800,632,2504,179,5557,75,0,0,275800,3,0,748,0,3,0,1,48,0,0,3,5566,0,82,160688,23
Markus,,Mader,51,8,6,269441,632,26,180,5527,75,0,0,269441,3,0,781,1,3,0,1,4,0,0,3,5566,0,82,160237,6
Jacob,,Neestrup,0,2,4,256779,150,21,184,5511,75,0,0,256779,2,0,819,0,1,0,1,13,0,0,2,5522,0,81,160683,2
Ivan,,Prelec,2,6,4,268123,92,4002,178,5511,75,0,0,268123,2,0,822,0,3,0,1,10,0,0,2,5506,0,82,160494,6
Damien,,Duff,2,5,4,265419,642,2016,177,5555,75,0,0,265419,2,0,834,6,3,0,1,25,0,0,2,5510,0,81,160362,18
Stephen,,O'Donnell,51,18,4,253115,26,33,177,5511,75,0,0,253115,2,0,837,1,8,1,1,25,0,0,2,5510,0,82,160400,27
John,,van den Brom,51,8,0,249703,114,1523,191,5557,75,0,0,249703,2,0,873,6,2,1,1,34,0,0,2,5508,0,86,160602,8
Jarosław,,Skrobacz,51,24,0,275893,141,2000,181,5552,75,0,0,275893,2,0,874,0,1,0,1,37,0,0,2,5552,0,82,160237,24
Bo,,Henriksen,51,1,4,140433,84,1553,178,5511,75,0,0,140433,1,0,894,2,1,1,1,13,0,0,1,5533,0,82,160703,9
Timo,,Schultz,2,1,0,257258,189,52,180,5521,75,0,0,257258,1,0,896,6,3,0,1,21,0,0,1,5506,0,82,159883,1
Mario,,Frick,51,9,4,258145,46,3,182,5557,75,0,0,258145,2,0,897,0,9,0,1,29,0,0,2,5503,0,82,160410,9
Peter,,Zeidler,51,0,0,250308,0,2501,184,5527,75,0,0,250308,2,0,898,1,1,1,1,21,0,0,2,5569,0,82,159141,8
Raphael,,Wicky,51,6,4,6789,640,29,182,5514,75,0,0,6789,2,0,900,0,1,0,1,47,0,0,2,5567,0,82,160602,19
Lars,,Bohinen,51,8,4,249880,290,2020,185,5555,75,0,0,249880,4,0,917,0,1,0,1,36,0,0,4,5508,0,85,160651,24
Kjetil,,Knutsen,2,9,6,249860,155,2016,182,5511,75,0,0,249860,3,0,918,0,3,0,1,36,0,0,3,5506,0,82,158960,6
Eirik,,Horneland,2,0,4,249307,101,33,180,5511,75,0,0,249307,2,0,919,1,1,0,1,36,0,0,2,5520,0,82,160277,3
Geir,,Bakke,51,9,6,249457,26,52,170,5511,75,0,0,249457,1,0,920,6,2,0,1,36,0,0,1,5722,0,89,159690,1
Jørgen,,Isnes,51,24,4,272752,633,1517,185,5511,75,0,0,272752,2,0,922,2,1,1,1,36,0,0,2,5520,0,85,160786,9
Min Sung,Lee Min Sung,Lee,2,0,0,260120,209,541,182,5586,75,0,0,260120,4,0,980,0,3,1,1,167,0,0,4,5567,0,82,160033,0
Ik Soo,An Ik Soo,An,1,0,0,264503,145,546,183,5550,75,0,0,264503,4,0,982,1,3,0,1,167,0,0,4,5510,0,82,160304,3
Byung Soo,Kim Byung Soo,Kim,2,0,0,249082,22,549,179,5506,75,0,0,249082,4,0,983,1,3,0,1,167,0,0,4,5566,0,82,160909,0
Rubén Darío,,Insúa,51,6,4,269154,32,7,180,5529,75,0,0,269154,4,0,1013,0,3,0,1,52,0,0,4,5526,0,82,160559,9
,,,0,0,0,63015,16,1,180,5500,75,0,0,26537,2,0,1035,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63016,16,1,180,5500,75,0,0,26537,2,0,1039,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63017,16,1,180,5500,75,0,0,26537,2,0,1041,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63002,16,1,180,5500,75,0,0,26537,2,0,1043,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63004,16,1,180,5500,75,0,0,26537,2,0,1048,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63014,16,1,180,5500,75,0,0,26537,2,0,1053,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,3,8,42,655,1530,183,5544,75,0,0,42,2,0,1318,0,3,0,1,14,0,0,2,5507,0,81,157367,0
,,,2,3,4,249271,161,1503,177,5529,75,0,0,26543,3,0,1325,2,7,0,0,21,0,0,3,5523,0,81,160398,0
,,,51,3,6,250720,69,4013,179,5541,75,0,0,250720,4,0,1328,1,3,0,1,10,0,0,4,5507,0,82,158874,3
,,,51,9,20,249646,292,1520,180,5511,75,0,0,249646,2,0,1330,1,6,0,1,12,0,0,2,5575,0,81,159220,24
,,,2,1,0,249835,40,2008,184,5557,75,0,0,249835,2,0,1331,0,2,0,1,13,0,0,2,5500,0,82,159903,1
,,,2,9,0,250025,93,3507,185,5561,75,0,0,250025,2,0,1334,0,3,0,1,17,0,0,2,5502,0,85,158575,1
,,,51,9,0,220469,150,3507,169,5555,71,0,0,220469,2,0,1335,0,5,0,1,18,0,0,2,5524,0,88,156957,6
,,,2,5,6,254149,150,58,177,5558,75,0,0,254149,2,0,1337,6,1,0,1,21,0,0,2,5525,0,82,160277,6
,,,51,9,0,248910,93,2008,180,5544,75,0,0,248910,2,0,1341,6,3,0,1,36,0,0,2,5510,0,82,160889,1
,,,51,8,50,249931,0,25,180,5720,75,0,0,26544,4,0,1343,6,9,1,0,27,0,0,4,5566,0,82,161029,9
,,,51,1,45,250516,0,2002,190,5509,75,0,0,250516,2,0,1352,0,2,1,1,36,0,0,2,5718,0,85,160031,1
,,,51,8,0,249380,150,1535,182,5547,75,0,0,26537,4,0,1353,1,1,0,0,38,0,0,4,5517,0,82,157764,8
,,,51,23,0,53951,0,32,175,5535,77,0,0,53951,5,0,1354,0,3,0,0,45,0,0,5,5501,0,82,160794,22
,,,51,24,0,250535,291,2512,175,5505,75,0,0,250535,1,0,1355,0,8,0,1,25,0,0,1,5505,0,81,159784,5
,,,2,9,4,249304,65,2,180,5529,75,0,0,249304,2,0,1356,0,8,1,1,39,0,0,2,5508,0,82,160446,9
,,,51,24,8,250538,26,57,178,5548,75,0,0,250538,2,0,1359,0,5,0,1,42,0,0,2,5578,0,83,159464,8
,,,51,8,8,272689,0,2517,173,5517,75,0,0,272689,3,0,1362,0,9,0,1,45,0,0,3,5517,0,88,160762,8
,,,51,9,0,249629,114,16,180,5560,75,0,0,249629,2,0,1363,0,1,1,1,46,0,0,2,5524,0,83,158403,1
,,,51,6,6,250494,179,3510,173,5509,75,0,0,250494,3,0,1366,0,3,0,1,49,0,0,3,5526,0,88,160943,6
,,,2,3,4,250393,0,3516,183,5527,75,0,0,250393,2,0,1367,6,3,1,1,50,0,0,2,5510,0,82,159997,6
,,,2,0,6,8842,182,2517,182,5510,80,0,0,8842,2,0,1369,0,3,0,1,52,0,0,2,5566,0,82,159173,0
,,,51,23,6,140251,451,1501,172,5559,70,0,0,140251,4,0,1386,0,9,0,1,83,0,0,4,5586,0,88,160952,0
,,,2,6,6,18887,0,40,185,5511,77,0,0,26538,1,0,1387,2,2,0,0,95,0,0,1,5566,0,85,159295,6
Henrik,,Jensen,2,2,4,271221,77,47,185,5527,75,0,0,271221,2,0,1439,0,1,0,1,13,0,0,2,5566,0,85,160782,2
Jacob,,Friis,51,9,8,249620,0,3504,182,5511,75,0,0,249620,1,0,1443,1,3,0,1,13,0,0,1,5526,0,82,160454,0
Pål Arne,,Johansen,2,6,4,266711,219,3509,179,5511,75,0,0,266711,1,0,1456,0,1,0,1,36,0,0,1,5510,0,82,160444,9
Jostein,,Grindhaug,51,6,0,104481,65,17,174,5511,83,0,0,104481,3,0,1463,0,8,1,1,36,0,0,3,5510,0,88,159348,1
Myung Bo,Hong Myung Bo,Hong,2,0,0,138161,9,538,182,5509,73,0,0,138161,4,0,1473,0,3,1,1,167,0,0,4,5551,0,82,160048,0
Ki Dong,Kim Ki Dong,Kim,2,0,0,249856,153,560,171,5520,75,0,0,249856,4,0,1474,1,9,1,1,167,0,0,4,5567,0,88,159559,0
Dan,,Petrescu,51,9,0,249178,114,2506,177,5511,75,0,0,249178,2,0,1477,6,3,1,1,39,0,0,2,5510,0,82,160950,0
Ki Il,Nam Ki Il,Nam,1,0,0,136703,158,560,177,5505,69,0,0,136703,4,0,1478,0,3,0,1,167,0,0,4,5534,0,82,159684,0
,,,51,8,0,267812,150,52,170,5509,75,0,0,26537,1,0,1480,0,1,0,0,14,0,0,1,5715,0,88,160474,6
Thomas,,Thomasberg,51,6,6,41039,155,2008,180,5511,75,0,0,41039,1,0,1516,0,6,1,1,13,0,0,1,5506,0,82,159141,6
,,,51,21,6,248947,25,4011,181,5510,75,0,0,26538,4,0,1530,1,2,0,0,18,0,0,4,5510,0,82,160851,21
Kevin,,Doherty,51,23,6,265779,189,2016,193,5510,75,0,0,265779,2,0,1572,1,6,0,1,25,0,0,2,5510,0,85,160391,6
Marco,,Schällibaum,51,8,6,275802,642,3518,181,5527,75,0,0,275802,3,0,1704,0,3,0,1,47,0,0,3,5510,0,83,160602,8
Patrick,,Rahmen,51,5,6,261702,114,4006,183,5509,75,0,0,261702,2,0,1713,0,4,0,1,47,0,0,2,5520,0,83,160967,23
,,,2,0,4,251153,141,1512,177,5521,75,0,0,26541,3,3,1738,1,6,0,0,44,0,0,3,5569,0,81,160591,0
Paolo,,Bianco,2,3,6,275873,0,2006,184,5532,75,0,0,275873,4,0,1744,2,3,0,1,27,0,0,4,5522,0,82,160950,3
Moreno,,Longo,2,23,45,154629,140,605,176,5520,68,0,0,154629,3,0,1745,0,3,0,1,27,0,0,3,5569,0,81,160683,9
Paolo,,Zanetti,2,6,44,251109,77,2016,184,5511,75,0,0,251109,1,0,1746,0,3,0,1,27,0,0,1,5505,0,83,160577,6
Miron,,Muslic,2,0,18,260437,172,4002,184,5557,75,0,0,260437,4,0,1750,1,3,1,1,4,0,0,4,5718,0,82,160682,23
Christian,,Johnsen,2,19,6,275850,154,52,185,5511,75,0,0,275850,3,0,1755,0,3,0,1,36,0,0,3,5520,0,85,160949,5
Jakob,,Michelsen,2,8,0,249625,92,3503,174,5535,75,0,0,249625,1,0,1756,0,10,0,1,13,0,0,1,5718,0,88,160429,8
Hans Erik,,Ødegaard,51,2,45,260345,92,69,180,5511,75,0,0,260345,1,0,1757,0,10,0,1,36,0,0,1,5506,0,82,160056,6
Rasmus,,Bertelsen,1,5,6,250346,150,2,176,5511,75,0,0,250346,1,0,1786,2,1,0,1,13,0,0,1,5521,0,83,160867,27
Peter,,Pacult,51,8,0,262605,150,1548,182,5527,75,0,0,262605,3,0,1787,0,3,1,1,4,0,0,3,5521,0,82,160059,0
Johannes Hoff,,Thorup,0,2,0,273049,160,4020,185,5511,75,0,0,273049,2,0,1788,0,2,0,1,13,0,0,2,5510,0,85,160792,1
,,,2,3,6,273650,137,33,186,5511,75,0,0,26541,2,3,1790,0,6,0,0,14,0,0,2,5510,0,85,160805,0
,,,51,8,4,240199,230,3,183,5511,78,0,0,26543,4,0,1792,1,7,1,0,95,0,0,4,5510,0,82,160791,23
,,,2,6,4,274506,655,58,178,5529,75,0,0,26543,3,0,1793,1,7,0,0,45,0,0,3,5718,0,82,160980,0
Paul,,Heckingbottom,51,22,0,53894,65,57,183,5511,76,0,0,53894,1,0,1794,0,1,0,1,14,0,0,1,5506,0,82,160384,0
,,,51,3,50,45367,689,3002,191,5558,83,0,0,26547,6,0,1795,1,3,1,0,18,0,0,6,5718,0,85,160915,6
Vincent,,Kompany,2,0,13,251204,0,1007,190,5511,75,1,0,139720,6,0,1796,1,9,0,0,7,0,1,6,5520,0,5,160585,0
,,,2,6,6,188200,129,2008,180,5511,70,0,0,26543,2,0,1797,0,7,0,0,14,0,0,2,5718,0,82,160697,3
,,,51,8,4,101999,289,4005,178,5529,76,0,0,26541,2,3,1798,1,6,0,0,42,0,0,2,5504,0,82,160932,24
Roy,,Hodgson,51,24,0,220467,219,2515,180,5538,75,1,0,220467,2,4,1799,2,1,0,0,14,0,0,3,5516,0,82,158831,8
,,,51,9,0,53796,150,4005,173,5511,65,0,0,26539,2,0,1800,0,1,0,0,14,0,0,2,5520,0,88,158659,1
,,,51,24,50,150729,65,2517,177,5557,72,0,0,26541,2,3,1801,1,6,1,0,14,0,0,2,5707,0,82,160396,23
,,,2,9,0,51403,636,1518,180,5547,78,0,0,26540,2,3,1802,0,1,0,0,14,0,0,2,5504,0,82,160451,0
,,,2,3,4,275200,77,29,180,5511,75,0,0,26541,2,3,1803,0,6,1,0,14,0,0,2,5510,0,82,160894,3
,,,51,24,0,232304,122,30,178,5547,74,0,0,26542,2,0,1804,0,3,0,0,50,0,0,2,5578,0,82,160475,1
,,,2,3,0,116339,114,2019,183,5511,75,0,0,26543,2,0,1805,0,7,0,0,18,0,0,2,5521,0,82,160418,0
,,,51,24,0,2629,26,3510,170,5527,70,0,0,26544,2,0,1806,2,9,0,0,42,0,0,2,5520,0,88,160660,23
,,,51,0,0,260110,172,30,175,5509,75,0,0,26543,1,0,1807,1,7,0,0,45,0,0,1,5514,0,82,160970,0
Roberto,,De Zerbi,51,0,14,157767,63,2017,175,5511,66,0,0,157767,4,0,1808,1,3,1,1,27,0,0,4,5707,0,81,160681,22
,,,2,0,6,275884,114,39,180,5511,75,0,0,26543,4,0,1809,1,7,0,0,45,0,0,4,5510,0,81,160950,21
,,,51,9,0,250198,632,1521,183,5511,75,0,0,26543,2,0,1814,1,7,0,0,18,0,0,2,5510,0,82,159506,0
,,,51,9,0,250244,150,2516,173,5511,75,0,0,26537,1,0,1815,6,1,0,0,18,0,0,1,5567,0,88,158838,0
,,,2,0,1,8753,1,1024,177,5557,71,0,0,26545,9,2,1816,0,9,0,0,136,0,0,9,5565,0,82,160967,0
,,,51,9,0,251099,43,1526,174,5509,75,0,0,26538,1,0,1819,1,2,0,0,18,0,0,1,5526,0,88,160602,0
,,,2,0,9,276563,117,2015,188,5520,75,0,0,26543,2,0,1824,2,7,0,0,21,0,0,2,5566,0,84,160967,0
Torsten,,Ziegner,51,3,4,100254,189,3512,175,5511,77,0,0,100254,2,0,1825,0,10,0,1,21,0,0,2,5707,0,82,160545,0
Lukas,,Pfeiffer,0,2,0,276303,580,1526,176,5511,75,0,0,276303,2,0,1829,2,3,1,1,21,0,0,2,5510,0,81,160237,2
,,,51,24,4,250625,161,2003,178,5507,75,0,0,26542,2,0,1831,0,3,0,0,47,0,0,2,5510,0,82,159141,24
,,,0,23,12,256011,181,1526,183,5509,75,0,0,26541,2,3,1832,0,6,0,0,21,0,0,2,5522,0,82,159879,23
Andrea,,Pirlo,2,6,8,257947,32,3,177,5558,75,1,0,7763,2,3,1837,0,3,0,0,27,0,1,3,5510,0,82,160963,3
Claudio,,Ranieri,51,24,0,273045,290,539,182,5529,75,1,0,232301,3,0,1842,1,9,0,0,27,0,0,3,5501,0,85,160785,9
Eugenio,,Corini,2,3,0,5244,0,2507,173,5510,67,0,0,5244,2,0,1843,6,1,0,1,27,0,0,2,5566,0,88,160639,3
,,,0,0,0,63029,16,1,180,5500,75,0,0,26537,2,0,1846,0,1,1,0,14,0,0,2,5500,0,86,158960,0
William,,Viali,2,5,4,952,108,2508,185,5511,79,0,0,952,2,0,1847,0,4,0,1,27,0,0,2,5567,0,85,160967,9
Michele,,Mignani,51,6,0,113185,111,34,181,5520,68,0,0,113185,1,0,1848,0,5,0,1,27,0,0,1,5566,0,82,160237,6
Javier,Javier Calleja,Calleja Revilla,51,0,6,45490,114,1521,171,5513,76,1,0,45490,2,3,1853,0,4,0,0,45,0,0,2,5534,0,88,160709,9
Rubén,Rubén Albés,Albés Yáñez,2,3,4,256925,174,4005,188,5509,75,0,0,256925,3,0,1854,0,3,1,1,45,0,0,3,5522,0,84,160598,3
José,José Bordalás,Bordalás Jiménez,2,22,28,249735,635,34,180,5500,75,0,0,249735,2,0,1860,1,9,0,1,45,0,0,2,5508,0,82,160904,0
Vicente,Vicente Moreno,Moreno Peris,2,9,8,113071,140,2512,188,5509,81,0,0,113071,3,0,1861,0,3,0,1,45,0,0,3,5565,0,85,160602,9
Ludovic,,Magnin,2,7,8,45517,92,36,185,5555,80,0,0,45517,2,0,1862,0,1,1,1,47,0,0,2,5522,0,86,160563,7
Kosta,,Runjaić,51,9,0,249867,177,30,177,5511,75,0,0,249867,2,0,1871,6,1,0,1,21,0,0,2,5566,0,83,160602,0
Csaba,,Máté,2,9,0,265815,85,3516,175,5520,75,0,0,265815,1,0,1874,0,3,0,1,23,0,0,1,5522,0,82,160986,23
