chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,jerseynamefonttype,teamkitid,teamcolorprimpercent,teamcolorsecpercent,year,captainarmband,teamtechid,isembargoed,hasadvertisingkit,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,jerseyrestriction
0,1,220,64,0,0,25,220,220,63,36,12,220,64,12,220,1,12,53,220,0,1,25,220,0,36,36,24,36,0,12,25,11,12,220,64,0,63,220,12,35,25,0,1,-1,0,0,267,138,1521,94,94,0,100,457,0,0,0,96,0,267,3,0,0
0,1,12,52,0,0,154,12,12,118,192,220,12,112,220,12,1,220,53,12,0,1,131,12,0,172,195,131,195,0,220,70,7,220,12,111,0,118,12,220,192,154,0,2,-1,0,0,267,138,5269,80,13,0,100,457,0,0,0,91,1,267,0,0,0
0,1,36,65,0,0,220,25,36,220,239,220,25,241,220,63,1,220,53,63,0,1,239,36,0,34,220,241,220,0,220,23,11,220,25,239,0,220,63,220,241,220,0,3,-1,0,0,267,138,5752,84,12,0,0,457,0,0,0,95,1,267,3,0,0
0,1,12,231,0,0,202,220,220,220,41,220,12,231,12,12,1,12,54,220,0,1,226,220,0,231,220,231,5,0,220,231,0,220,220,38,0,9,220,12,231,220,0,0,-1,0,0,267,138,830,66,31,0,100,459,0,0,0,99,1,267,0,0,0
0,1,12,251,0,0,125,12,12,144,211,220,12,194,220,12,1,220,54,12,0,1,142,12,0,252,174,138,174,0,220,246,0,220,12,196,0,144,12,220,209,125,0,1,-1,0,0,267,138,831,58,40,0,100,459,0,0,0,99,1,267,0,0,0
0,1,220,33,0,0,12,220,220,12,33,12,220,29,12,220,1,12,54,220,0,1,33,220,0,33,12,29,12,0,12,33,7,12,220,33,0,12,220,12,29,12,0,2,-1,0,0,267,138,5507,98,98,0,100,459,0,0,0,100,0,267,0,0,0
0,1,220,26,0,0,220,12,12,12,228,12,220,29,220,220,1,220,53,12,0,1,228,12,0,26,12,29,220,0,12,26,8,12,12,228,0,220,12,220,29,12,0,0,-1,0,0,267,138,1522,91,5,0,100,461,0,0,0,98,1,267,0,0,1
0,1,74,77,0,0,40,255,74,72,53,12,255,71,12,0,1,12,53,0,0,1,6,74,0,53,59,6,59,0,12,6,7,12,255,77,0,72,0,12,48,40,0,1,-1,0,0,267,138,1523,91,91,0,100,461,0,0,0,98,0,267,0,0,1
0,1,12,97,0,0,220,12,12,220,251,220,12,216,220,12,1,220,53,12,0,1,223,12,0,221,220,226,220,0,220,184,19,220,12,206,0,220,12,220,254,220,0,2,-1,0,0,267,138,1524,85,10,0,100,461,0,0,0,99,0,267,0,0,1
0,1,44,10,0,0,255,44,44,0,72,220,44,0,220,44,1,220,53,44,0,1,239,44,0,72,74,251,74,0,220,239,0,220,44,10,0,0,44,220,74,255,0,3,-1,0,0,267,138,1525,96,96,0,100,461,0,0,0,98,1,267,0,0,1
0,1,12,139,0,0,220,12,12,220,231,220,12,231,220,12,1,220,53,12,0,1,231,12,0,74,220,231,220,0,220,126,8,220,12,231,0,220,12,220,231,220,0,0,-1,0,0,267,138,832,57,39,0,100,462,0,1,0,89,1,267,0,0,0
0,1,220,116,0,0,70,220,220,84,21,12,220,93,12,220,1,12,53,220,0,1,77,220,0,64,17,77,17,0,12,111,9,12,220,92,0,84,220,12,20,70,0,1,-1,0,0,267,138,833,67,31,0,100,462,0,1,0,93,0,267,0,0,0
0,1,12,72,0,0,211,12,12,72,142,220,12,75,220,12,1,220,53,12,0,1,221,12,0,142,137,230,137,0,220,221,7,220,12,72,0,72,12,220,148,211,0,2,-1,0,0,267,138,5753,93,93,0,100,462,0,1,0,91,1,267,0,0,0
0,1,220,190,0,0,90,220,220,169,45,12,220,200,12,220,1,12,53,220,0,1,105,220,0,136,134,0,75,0,12,47,0,12,220,119,0,133,220,12,146,0,0,3,-1,0,0,267,138,5270,65,22,0,0,462,0,1,0,80,0,267,0,0,0
0,1,220,231,0,0,0,220,220,12,108,12,220,174,12,220,1,12,54,220,0,1,1,220,0,231,12,1,72,0,12,231,7,12,220,172,0,136,220,12,110,12,0,0,-1,0,0,267,138,1526,73,22,0,100,463,0,0,0,98,0,267,0,0,0
0,1,12,76,0,0,24,220,220,220,104,220,12,232,12,12,1,12,54,220,0,1,24,220,0,104,220,232,103,0,220,24,0,220,220,76,0,75,220,12,232,220,0,1,-1,0,0,267,138,1527,94,94,0,0,463,0,0,0,99,0,267,0,0,0
0,1,12,50,0,0,220,12,12,220,118,220,12,47,220,12,1,220,54,12,0,1,253,12,0,5,220,254,220,0,220,253,19,220,12,77,0,220,12,220,69,220,0,2,-1,0,0,267,138,6159,43,40,0,100,463,0,0,0,93,1,267,0,0,0
0,1,220,44,0,0,114,220,220,83,49,12,220,66,12,220,1,12,54,220,0,1,51,220,0,24,50,48,0,0,12,147,0,12,220,69,0,59,220,12,46,1,0,0,-1,0,0,267,138,3454,74,22,0,100,467,0,0,0,99,0,267,0,0,0
0,1,25,219,0,0,220,137,25,220,218,12,137,231,12,47,1,12,54,47,0,1,218,25,0,218,220,231,220,0,12,218,0,12,137,219,0,220,47,12,231,220,0,1,-1,0,0,267,138,3455,96,96,0,100,467,0,0,0,99,1,267,0,0,0
0,1,220,46,0,0,117,220,220,61,156,12,220,72,12,220,1,12,54,220,0,1,22,220,0,91,201,21,201,0,12,17,0,12,220,72,0,61,220,12,157,117,0,2,-1,0,0,267,138,6164,76,18,0,100,467,0,0,0,90,0,267,0,0,0
0,1,108,80,0,0,220,0,108,220,227,12,0,231,12,65,1,12,53,65,0,1,226,108,0,135,220,231,220,0,12,16,0,12,0,227,0,220,65,12,231,220,0,0,-1,0,0,267,138,834,81,17,0,100,468,0,0,0,99,1,267,0,0,0
0,1,220,16,0,0,12,220,220,12,117,12,220,90,12,220,1,12,53,220,0,1,7,220,0,71,12,8,12,0,12,1,2,12,220,89,0,12,220,12,117,12,0,1,-1,0,0,267,138,835,68,29,0,100,468,0,0,0,99,0,267,0,0,0
0,1,220,199,0,0,254,220,220,46,99,12,220,194,12,220,1,12,53,220,0,1,3,220,0,145,104,0,104,0,12,87,0,12,220,190,0,46,220,12,100,254,0,2,-1,0,0,267,138,5508,88,6,0,100,468,0,0,0,99,0,267,0,0,0
0,1,208,10,0,0,255,0,69,173,207,220,255,126,12,0,1,12,54,173,0,1,248,69,54,207,69,10,208,0,220,248,0,220,0,10,0,0,173,12,65,0,0,0,-1,0,0,267,138,836,95,95,0,100,472,0,0,0,97,1,267,0,0,0
0,1,212,44,0,0,40,255,212,45,39,0,255,43,212,0,1,255,54,0,0,1,39,212,0,39,40,39,40,0,255,39,7,212,255,44,0,45,0,0,39,40,0,1,-1,0,0,267,138,837,97,97,0,100,472,0,0,0,92,0,267,0,0,0
0,1,220,55,0,0,2,220,220,57,142,12,220,56,12,220,1,12,54,220,0,1,3,220,0,142,147,2,147,0,12,3,0,12,220,55,0,57,220,12,147,2,0,2,-1,0,0,267,138,5509,97,97,0,100,472,0,0,0,89,0,267,0,0,0
0,1,19,40,0,0,190,220,220,220,39,12,190,238,12,45,1,12,54,220,0,1,213,220,0,39,220,238,19,0,12,213,7,12,220,40,0,45,220,12,238,220,0,3,-1,0,0,267,138,7340,97,97,0,0,472,0,0,0,92,0,267,0,0,0
0,1,220,43,0,0,143,220,220,58,23,12,220,77,12,220,1,12,53,220,0,1,201,220,0,23,39,51,20,0,12,201,0,12,220,43,0,36,220,12,57,30,0,0,-1,0,0,267,138,1528,93,93,0,100,479,0,0,0,93,0,267,0,0,0
0,1,44,204,0,0,220,31,44,220,177,220,31,204,220,76,1,220,53,76,0,1,140,44,0,177,220,140,220,0,220,140,0,220,31,204,0,220,76,220,176,220,0,1,-1,0,0,267,138,1529,96,96,0,100,479,0,0,0,95,0,267,0,0,0
0,1,220,29,0,0,12,220,220,12,29,12,220,29,12,220,1,12,53,220,0,1,29,220,0,29,12,29,12,0,12,29,7,12,220,29,0,12,220,12,29,12,0,2,-1,0,0,267,138,1810,96,96,0,100,479,0,0,0,98,0,267,0,0,0
0,1,220,60,0,0,88,220,220,88,120,12,220,90,12,220,1,12,53,220,0,1,70,220,0,74,134,72,134,0,12,45,0,12,220,88,0,88,220,12,123,88,0,3,-1,0,0,267,138,3655,91,7,0,0,479,0,0,0,95,0,267,0,0,0
0,1,12,68,0,0,220,12,12,220,231,220,12,232,220,12,1,220,53,12,0,1,231,12,0,171,220,232,220,0,220,186,0,220,12,231,0,220,12,220,232,220,0,0,-1,0,0,267,138,3758,68,15,0,100,480,0,0,0,77,1,267,0,0,0
0,1,220,44,0,0,12,220,220,12,30,12,220,30,12,220,1,12,53,220,0,1,30,220,0,20,12,30,12,0,12,209,0,12,220,30,0,12,220,12,30,12,0,1,-1,0,0,267,138,3759,68,15,0,0,480,0,0,0,80,0,267,0,0,0
0,1,220,228,0,0,0,220,220,64,130,64,220,64,130,220,1,0,53,220,0,1,0,220,0,229,130,0,130,0,0,227,0,130,220,63,0,64,220,64,130,0,0,2,-1,0,0,267,138,5267,85,7,0,0,480,0,0,0,98,0,267,0,0,0
0,1,220,30,0,0,12,220,220,12,142,12,220,41,12,220,1,12,53,220,0,1,195,220,0,30,12,196,12,0,12,30,0,12,220,41,0,12,220,12,145,12,0,3,-1,0,0,267,138,4401,69,26,0,100,480,0,0,0,82,1,267,0,0,0
0,1,17,30,0,0,220,189,17,220,230,12,189,231,12,46,1,12,53,46,0,1,230,17,0,3,220,231,220,0,12,224,7,12,189,230,0,220,46,12,231,220,0,0,-1,0,0,267,138,1530,91,7,0,100,481,0,1,0,99,1,267,2,0,0
0,1,120,86,0,0,12,147,120,12,69,12,147,53,12,60,1,12,53,60,0,1,174,120,0,172,12,196,12,0,12,206,7,12,147,48,0,12,60,12,79,12,0,1,-1,0,0,267,138,1531,93,5,0,100,481,0,1,0,99,0,267,2,0,0
0,1,12,12,0,0,254,12,12,0,235,220,12,12,220,12,1,220,53,12,0,1,254,12,0,235,232,254,232,0,220,254,7,220,12,12,0,0,12,220,236,254,0,2,-1,0,0,267,138,5303,98,98,0,100,481,0,1,0,99,0,267,2,0,0
0,1,68,139,0,0,12,242,68,129,30,220,242,29,220,129,1,220,53,129,0,1,28,68,0,76,68,29,12,0,220,1,0,220,242,33,0,12,129,220,29,242,0,3,-1,0,0,267,138,2788,83,13,0,100,481,0,1,0,99,0,267,2,0,0
0,1,46,67,0,0,243,7,46,12,220,220,7,57,220,71,1,220,53,71,0,1,236,46,0,43,243,239,243,0,220,22,0,220,7,39,0,12,71,220,229,243,0,0,-1,0,0,267,138,1532,91,8,0,100,483,0,0,0,92,0,267,0,0,0
0,1,220,48,0,0,103,220,220,46,36,12,220,57,12,220,1,12,53,220,0,1,125,220,0,36,39,124,39,0,12,125,19,12,220,48,0,46,220,12,49,103,0,1,-1,0,0,267,138,2789,98,98,0,100,483,0,0,0,100,0,267,0,0,0
0,1,224,10,0,0,50,247,224,192,118,220,247,186,220,9,1,220,53,9,0,1,3,224,0,224,127,2,127,0,220,246,0,220,247,186,0,192,9,220,118,50,0,2,-1,0,0,267,138,1812,94,5,0,100,483,0,0,0,100,0,267,0,0,0
0,1,66,155,0,0,166,60,66,143,160,220,60,154,220,92,1,220,53,92,0,1,162,66,0,160,157,161,157,0,220,162,21,220,60,155,0,143,92,220,159,166,0,3,-1,0,0,267,138,1533,94,94,0,0,483,0,0,0,92,0,267,0,0,0
0,1,220,45,0,0,220,220,220,220,42,220,220,30,220,220,0,220,20,220,0,1,203,220,0,42,220,30,220,0,220,203,23,220,220,45,0,220,220,220,30,220,0,0,-1,0,0,2,1,1534,91,91,0,100,485,0,0,0,93,1,2,2,0,0
0,1,220,62,0,0,220,220,220,220,37,220,220,30,220,220,0,220,20,220,0,1,37,220,0,165,220,30,220,0,220,12,23,220,220,37,0,220,220,220,30,220,0,1,-1,0,0,2,1,1535,52,44,0,100,485,0,0,0,93,0,2,2,0,0
0,1,12,29,0,0,12,12,12,12,211,12,12,204,12,12,0,12,20,12,0,1,97,12,0,29,12,102,12,0,12,27,7,12,12,201,0,12,12,12,214,12,0,2,-1,0,0,2,1,1813,93,5,0,100,485,0,0,0,92,0,2,0,0,0
0,1,12,231,0,0,220,220,220,12,53,12,12,232,220,12,0,220,20,220,0,1,94,220,0,231,12,232,220,0,12,231,19,12,220,136,0,220,220,220,232,12,0,0,-1,0,0,1,8,3371,85,13,0,0,487,0,0,0,99,0,1,0,0,0
0,1,220,138,0,0,99,99,58,220,231,220,220,139,58,220,0,99,20,135,0,1,231,58,0,56,220,110,58,0,220,109,0,220,99,231,0,135,135,135,57,220,0,1,-1,0,0,1,8,3370,89,9,0,0,487,0,0,0,100,0,1,0,0,0
0,1,12,29,0,0,12,12,12,12,239,12,12,12,12,12,0,12,20,12,0,1,243,12,0,30,12,243,12,0,12,30,0,12,12,12,0,12,12,12,243,12,0,2,-1,0,0,1,8,3793,87,10,0,0,487,0,0,0,99,0,1,0,0,0
0,1,220,25,0,0,96,12,12,12,228,12,220,29,220,220,0,220,308,12,0,1,228,12,0,25,12,29,96,0,12,25,7,12,12,228,0,96,12,220,29,12,0,0,-1,0,0,84,44,11294,55,31,0,0,489,0,1,0,100,1,230,0,0,0
0,1,12,181,0,0,96,12,12,220,227,220,12,231,220,12,0,220,308,12,0,1,227,12,0,181,220,231,96,0,220,181,7,220,12,227,0,96,12,220,231,220,0,1,-1,0,0,84,44,11295,83,12,0,0,489,0,1,0,100,0,230,0,0,0
0,1,220,126,0,0,203,220,220,12,63,12,220,126,12,220,0,12,308,220,0,1,1,220,0,63,12,1,200,0,12,1,0,12,220,126,0,199,220,12,63,12,0,2,-1,0,0,84,44,11296,100,100,0,0,489,0,0,0,100,0,230,0,0,0
0,1,121,31,0,0,145,145,121,69,9,69,145,30,121,69,0,145,20,69,0,1,186,121,0,31,121,30,121,0,145,31,7,121,145,44,0,69,69,69,30,145,0,0,-1,0,0,1,8,3367,84,12,0,0,492,0,1,0,100,0,1,0,0,0
0,1,146,117,0,0,171,171,146,96,234,96,171,234,146,96,0,171,20,96,0,1,234,146,0,177,146,234,146,0,171,208,0,146,171,234,0,96,96,96,234,171,0,1,-1,0,0,1,8,3366,92,5,0,0,492,0,1,0,100,0,1,0,0,0
0,1,12,0,0,0,12,12,12,12,194,12,12,0,12,12,0,12,20,12,0,1,254,12,0,194,12,254,12,0,12,254,7,12,12,0,0,12,12,12,194,12,0,2,-1,0,0,1,8,8467,95,95,0,0,492,0,1,0,100,0,1,0,0,0
0,1,172,48,0,0,246,12,12,49,167,49,246,50,172,49,0,246,2076,12,0,1,238,12,0,45,172,45,172,0,246,44,7,172,12,45,0,49,12,49,46,246,0,0,-1,0,0,94,1,4649,82,16,0,0,503,0,0,0,90,1,94,0,0,0
0,1,12,44,0,0,12,246,172,12,33,12,12,42,12,12,0,12,2076,49,0,1,33,172,0,168,12,229,12,0,12,238,19,12,246,33,0,12,49,12,165,12,0,1,-1,0,0,94,1,4650,83,11,0,0,503,0,0,0,95,0,94,0,0,0
0,1,220,73,0,0,13,220,220,73,138,73,220,73,146,220,0,13,2076,220,0,1,11,220,0,138,146,12,146,0,13,11,0,146,220,73,0,73,220,73,146,13,0,2,-1,0,0,94,1,4746,99,99,0,0,503,0,0,0,100,0,94,0,0,0
0,1,220,94,0,0,220,220,220,220,30,220,220,117,220,220,0,220,2076,220,0,1,54,220,0,30,220,63,220,0,220,54,2,220,220,94,0,220,220,220,31,220,0,0,-1,0,0,12,1,840,97,97,0,0,506,0,0,0,100,0,12,0,0,0
0,1,51,231,0,0,86,86,51,153,230,153,86,231,51,153,0,86,2076,153,0,1,230,51,0,230,51,231,51,0,86,230,0,51,86,231,0,153,153,153,231,86,0,1,-1,0,0,12,1,841,97,97,0,0,506,0,0,0,99,0,12,0,0,0
0,1,220,26,0,0,220,220,220,220,26,220,220,26,220,220,0,220,2076,220,0,1,26,220,0,26,220,26,220,0,220,26,0,220,220,26,0,220,220,220,26,220,0,2,-1,0,0,12,1,4747,96,96,0,0,506,0,0,0,91,0,12,0,0,0
0,1,220,230,0,0,220,220,220,220,30,220,220,30,220,220,0,220,0,220,0,1,30,220,0,230,220,30,220,0,220,230,0,220,220,30,0,220,220,220,30,220,0,0,-1,0,0,10,6,842,80,17,0,76,517,0,1,0,96,0,10,0,0,0
0,1,12,231,0,0,12,12,12,12,231,12,12,231,12,12,0,12,0,12,0,1,231,12,0,231,12,231,12,0,12,231,0,12,12,231,0,12,12,12,231,12,0,1,-1,0,0,10,6,843,97,97,0,76,517,0,1,0,99,0,10,2,0,0
0,1,12,200,0,0,12,12,12,12,187,12,12,199,12,12,0,12,0,12,0,1,92,12,0,187,12,93,12,0,12,92,0,12,12,200,0,12,12,12,187,12,0,2,-1,0,0,99,10,5510,96,96,0,76,517,0,1,0,100,0,10,0,0,0
0,1,138,144,0,0,157,174,138,12,24,12,174,37,12,89,0,12,308,89,0,1,205,138,0,50,12,205,124,0,12,31,7,12,174,37,0,81,89,12,24,12,0,0,-1,0,0,84,44,7849,66,29,0,0,518,0,1,0,100,0,230,3,0,0
0,1,220,171,0,0,203,220,220,12,27,12,220,25,12,220,0,12,308,220,0,1,27,220,0,155,12,25,200,0,12,230,7,12,220,27,0,199,220,12,25,12,0,1,-1,0,0,84,44,7850,53,8,0,0,518,0,1,0,100,0,230,0,0,0
0,1,12,230,0,0,96,12,12,220,238,220,12,0,220,12,0,220,308,12,0,1,254,12,0,230,220,255,96,0,220,230,0,220,12,6,0,96,12,220,239,220,0,2,-1,0,0,84,44,7851,76,23,0,0,518,0,0,0,91,0,230,0,0,0
0,0,220,163,0,0,220,220,220,220,30,220,220,29,220,220,0,220,2076,220,0,1,29,220,0,76,220,29,220,0,220,0,7,220,220,31,0,220,220,220,29,220,0,0,-1,0,0,7,7,11406,73,19,0,0,523,0,1,0,88,0,7,0,0,0
0,0,12,8,0,0,12,12,12,12,180,12,12,39,12,12,0,12,2076,12,0,1,237,12,0,134,12,231,12,0,12,205,7,12,12,20,0,12,12,12,206,12,0,1,-1,0,0,7,7,11407,88,8,0,0,523,0,1,0,97,0,7,0,0,0
0,0,12,29,0,0,12,12,12,12,217,12,12,200,12,12,0,12,2076,12,0,1,4,12,0,29,12,123,12,0,12,29,0,12,12,214,0,12,12,12,221,12,0,2,-1,0,0,7,7,11408,85,14,0,0,523,0,0,0,91,1,7,0,0,0
0,1,220,230,0,0,220,220,220,220,31,220,220,57,220,220,0,220,2076,220,0,1,202,220,0,230,220,202,220,0,220,231,0,220,220,58,0,220,220,220,30,220,0,0,-1,0,0,10,1,844,75,22,0,0,526,0,1,0,99,0,10,0,0,0
0,1,31,231,0,0,199,199,31,56,231,56,199,231,31,56,0,199,2076,56,0,1,231,31,0,231,31,231,31,0,199,231,0,31,199,231,0,56,56,56,231,199,0,1,-1,0,0,10,1,845,95,95,0,0,526,0,1,0,99,1,10,0,0,0
0,1,220,217,0,0,220,220,220,220,104,220,220,109,220,220,0,220,2076,220,0,1,104,220,0,217,220,103,220,0,220,217,0,220,220,110,0,220,220,220,103,220,0,2,-1,0,0,10,1,13251,85,14,0,0,526,0,0,0,91,0,10,0,0,0
0,0,220,76,0,0,220,220,220,220,31,220,220,31,220,220,0,220,2076,220,0,1,31,220,0,87,220,31,220,0,220,11,7,220,220,31,0,220,220,220,31,220,0,0,-1,0,0,1,1,8468,49,48,0,0,531,0,0,0,100,0,1,0,0,0
0,0,220,35,0,0,220,220,220,220,34,220,220,31,220,220,0,220,2076,220,0,1,38,220,0,34,220,31,220,0,220,38,0,220,220,35,0,220,220,220,31,220,0,1,-1,0,0,1,1,8469,94,94,0,0,531,0,0,0,100,0,1,0,0,0
0,0,12,30,0,0,12,12,12,12,175,12,12,30,12,12,0,12,2076,12,0,1,205,12,0,175,12,203,12,0,12,205,0,12,12,30,0,12,12,12,173,12,0,2,-1,0,0,1,1,8470,96,96,0,0,531,0,0,0,92,1,1,0,0,0
0,1,220,131,0,0,224,224,47,220,230,220,220,44,47,220,0,224,2076,45,0,1,235,47,0,171,220,220,47,0,220,245,0,220,224,227,0,45,45,45,44,220,0,0,-1,0,0,8,6,5103,78,9,0,0,543,0,0,0,85,1,8,0,0,0
0,1,220,232,0,0,220,220,220,220,27,220,220,32,220,220,0,220,2076,220,0,1,227,220,0,232,220,226,220,0,220,232,7,220,220,33,0,220,220,220,26,220,0,1,-1,0,0,8,6,5104,93,5,0,0,543,0,0,0,97,1,8,0,0,0
0,1,220,218,0,0,220,220,220,220,30,220,220,29,220,220,0,220,2076,220,0,1,30,220,0,218,220,29,220,0,220,218,0,220,220,30,0,220,220,220,29,220,0,2,-1,0,0,8,6,5274,85,14,0,76,543,0,0,0,91,0,8,0,0,0
0,1,12,29,0,0,220,12,12,220,199,220,12,82,220,12,0,220,61,12,0,1,120,12,0,30,220,120,220,0,220,29,7,220,12,82,0,220,12,220,199,220,0,0,-1,0,0,23,49,8404,69,27,0,14,561,0,0,0,87,0,89,0,0,0
0,1,12,30,0,0,220,12,12,220,44,220,12,115,220,12,0,220,61,12,0,1,209,12,0,29,220,210,220,0,220,31,7,220,12,115,0,220,12,220,43,220,0,1,-1,0,0,23,49,8405,66,32,0,14,561,0,0,0,81,0,89,0,0,0
0,1,220,27,0,0,238,220,220,12,76,12,220,30,12,220,0,12,61,220,0,1,78,220,0,27,12,30,57,0,12,27,0,12,220,81,0,52,220,12,30,12,0,2,-1,0,0,23,49,8407,64,35,0,14,561,0,0,0,91,0,89,0,0,0
0,0,220,228,0,0,220,220,220,220,29,220,220,50,220,220,0,220,65,220,0,1,191,220,65,228,220,191,220,0,220,230,0,220,220,50,0,220,220,220,29,220,0,0,-1,0,0,138,1,3231,91,6,0,0,563,0,0,0,99,0,138,3,0,0
0,0,12,30,0,0,12,12,12,12,231,12,12,231,12,12,0,12,65,12,0,1,231,12,65,30,12,231,12,0,12,30,0,12,12,231,0,12,12,12,231,12,0,1,-1,0,0,138,1,3232,84,15,0,0,563,0,0,0,98,1,138,3,0,0
0,0,12,91,0,0,12,12,12,12,247,12,12,93,12,12,0,12,65,12,0,1,226,12,65,247,12,229,12,0,12,226,0,12,12,91,0,12,12,12,249,12,0,2,-1,0,0,138,1,5511,100,100,0,76,563,0,0,0,100,1,138,0,0,0
0,0,24,80,0,0,220,220,220,48,24,48,112,231,220,48,0,220,0,220,0,1,111,220,0,93,24,231,220,0,112,11,0,24,220,47,0,220,220,220,231,112,0,0,-1,0,0,10,1,850,44,39,0,0,567,0,1,0,98,0,10,0,0,0
0,1,220,45,0,0,77,77,3,220,245,220,220,61,3,220,0,77,0,19,0,1,245,3,0,30,220,125,3,0,220,125,19,220,77,245,0,19,19,19,48,220,0,1,-1,0,0,1,1,851,90,5,0,0,567,0,1,0,98,1,1,0,0,0
0,1,181,105,0,0,164,164,181,104,59,104,164,170,181,104,0,164,0,104,0,1,27,181,0,182,181,27,181,0,164,165,0,181,164,169,0,104,104,104,59,164,0,2,-1,0,0,1,1,5512,91,8,0,0,567,0,0,0,88,0,1,0,0,0
0,1,214,41,0,0,255,255,214,89,128,89,255,30,214,89,0,255,32,89,0,1,1,214,0,22,214,30,214,0,255,167,7,214,255,84,0,89,89,89,30,255,0,0,-1,0,0,1,6,5211,40,38,0,76,570,0,0,0,90,0,1,2,0,0
0,1,12,86,0,0,12,12,12,12,231,12,12,231,12,12,0,12,32,12,0,1,231,12,0,131,12,231,12,0,12,0,7,12,12,231,0,12,12,12,231,12,0,1,-1,0,0,1,6,5212,86,8,0,76,570,0,0,0,93,0,1,2,0,0
0,1,12,86,0,0,12,12,12,12,89,12,12,55,12,12,0,12,32,12,0,1,241,12,0,131,12,241,12,0,12,0,7,12,12,54,0,12,12,12,90,12,0,2,-1,0,0,1,6,5515,90,6,0,76,570,0,0,0,99,0,1,0,0,0
0,1,63,109,0,0,220,220,220,108,62,108,33,235,220,108,0,220,20,220,0,1,32,220,0,62,63,235,220,0,33,32,7,63,220,109,0,220,220,220,235,33,0,0,-1,0,0,248,126,8494,93,93,0,0,576,0,1,0,99,0,248,0,0,1
0,1,220,27,0,0,220,220,220,220,36,220,220,26,220,220,0,220,20,220,0,1,225,220,0,36,220,226,220,0,220,225,7,220,220,27,0,220,220,220,36,220,0,1,-1,0,0,248,126,8495,96,96,0,0,576,0,1,0,100,0,248,0,0,1
0,1,12,4,0,0,12,12,12,12,211,12,12,1,12,12,0,12,20,12,0,1,240,12,0,211,12,238,12,0,12,240,7,12,12,4,0,12,12,12,216,12,0,2,-1,0,0,248,126,8496,98,98,0,0,576,0,1,0,100,1,248,0,0,1
0,1,12,231,0,0,12,12,12,12,231,50,12,230,97,12,0,119,20,12,0,1,231,12,0,231,12,230,12,0,119,231,0,97,12,231,0,12,12,50,230,12,0,0,-1,0,0,98,6,13252,95,95,0,0,580,0,0,0,96,0,98,0,0,0
0,1,220,150,0,0,220,220,220,220,30,120,220,30,152,220,0,170,20,220,0,1,30,220,0,144,220,30,220,0,170,132,7,152,220,32,0,220,220,120,30,220,0,1,-1,0,0,98,6,13253,82,14,0,0,580,0,0,0,100,0,98,0,0,0
0,1,12,63,0,0,12,12,12,12,196,12,12,67,12,12,0,12,20,12,0,1,237,12,0,196,12,238,12,0,12,237,2,12,12,63,0,12,12,12,207,12,0,2,-1,0,0,98,6,13254,95,95,0,0,580,0,0,0,100,0,98,0,0,0
0,1,24,30,0,0,220,184,24,220,231,220,184,231,220,29,0,220,2168,29,0,1,231,24,2168,30,220,231,220,0,220,30,7,220,184,231,0,220,29,220,231,220,0,0,-1,0,0,98,53,858,84,8,0,76,598,0,1,0,88,1,98,0,0,1
0,1,220,19,0,0,220,220,220,220,30,220,220,29,12,220,0,12,2168,220,0,1,30,220,2168,13,220,30,220,0,220,200,7,220,220,30,0,220,220,12,29,220,0,1,-1,0,0,98,53,859,60,25,0,76,598,0,1,0,89,0,98,0,0,1
0,1,220,190,0,0,220,220,220,220,45,220,220,47,220,220,0,220,0,220,0,1,45,220,0,184,220,45,220,0,220,183,0,220,220,47,0,220,220,220,45,220,0,2,-1,0,0,98,53,5516,85,14,0,65,598,0,0,0,91,0,98,0,0,0
0,0,220,216,0,0,220,220,220,220,90,220,220,199,220,220,0,220,0,220,0,1,2,220,350,217,220,2,220,0,220,221,7,220,220,197,0,220,220,220,91,220,0,0,-1,0,0,6,1,3233,91,5,0,76,605,0,0,0,99,0,6,0,0,0
0,0,78,209,0,0,0,0,78,153,231,153,0,231,78,153,0,0,0,153,0,1,231,78,350,129,78,231,78,0,0,45,7,78,0,231,0,153,153,153,231,0,0,1,-1,0,0,6,1,3234,88,8,0,76,605,0,0,0,99,0,6,0,0,0
