firstname,surname,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,cardstrictness,shoecolorcode2,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,socklengthcode,weight,gender,headassetid,faceposerpreset,eyebrowcode,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Rinske,Dimmendaal,101,3,0,512,1,31,5507,1,174,10,315,146938,4,60,1,40958,4,4,8,0,0,0,0,0,2,0,500,267506,34,0,30,0,1,3
Hermine Kruse,Andresen,103,1,0,501,1,31,5508,1,168,41,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267510,36,0,30,0,7,1
Honorata,Grażyńska,101,6,0,503,1,31,5508,1,172,66,315,146938,4,60,1,40757,2,4,4,0,0,0,0,0,3,0,500,267512,37,0,30,0,1,0
Sofie,Rettenbacher,101,6,0,279,1,31,5509,1,175,80,315,148203,4,60,1,40956,2,4,2,0,0,0,0,0,2,0,500,267538,4,0,30,0,1,3
Federica,Pellecciolli,101,0,0,510,1,31,7007,1,177,31,315,147595,4,63,1,40757,2,5,4,0,0,0,0,0,3,0,500,267539,27,0,30,0,2,3
Marilza,Bencatel,100,6,0,517,1,31,9001,1,173,308,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267540,38,0,30,0,1,6
Laoise,McInerney,103,1,0,530,1,31,9511,1,178,65,315,146938,4,60,1,40956,2,4,2,0,0,0,0,0,2,0,500,267541,25,0,30,0,1,1
Marialaura,Chiusdano,151,5,0,517,1,31,7025,1,168,31,315,145675,4,58,1,40968,0,5,5,0,0,0,0,0,4,0,500,267542,27,0,30,0,8,0
Ioana,Hatmanu,151,0,0,501,1,31,7501,1,172,330,315,144667,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267545,39,0,30,0,1,0
Grace,MacCallan,101,6,0,530,1,31,5504,1,164,50,315,147677,4,59,1,40961,0,5,2,0,0,0,0,0,3,0,500,267546,42,0,30,0,8,6
María José,Hortaleza,101,3,0,538,1,31,5507,1,166,53,315,148223,4,59,1,40959,0,3,2,0,0,0,0,0,2,0,500,267547,45,0,30,0,7,3
Maja,Ytternäs,104,1,0,234,1,31,9504,1,175,56,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267548,46,0,30,0,1,1
Olivia,Azarona,101,0,0,583,1,31,5502,1,168,54,315,146687,4,60,1,40972,0,5,3,0,0,0,0,0,4,0,500,267549,45,0,30,0,8,3
Gabriele,Hüttli,100,3,0,521,1,31,5505,1,172,189,315,146938,4,60,1,40756,2,4,1,0,0,0,0,0,2,0,500,267550,47,0,30,0,1,6
Sena,Gözüpak,101,3,0,562,1,31,5509,1,169,68,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267551,48,0,30,0,8,3
Maci,Pannell,100,5,0,530,1,31,9500,1,176,39,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267552,95,0,30,0,1,1
Franziska,Hummelberg,104,4,0,540,1,31,9505,1,174,19,315,146938,4,60,1,40961,0,5,2,0,0,0,0,0,3,0,500,267553,21,0,30,0,2,1
Frieda,Pranzlhain,100,12,0,562,1,31,10009,1,170,19,315,146938,4,60,1,40958,4,4,8,0,0,0,0,0,2,0,500,267554,21,0,30,0,8,7
Juliane,Dohlmeier,102,2,0,513,1,31,9509,1,172,2076,315,146938,4,60,1,40956,2,5,2,0,0,0,0,0,2,0,500,267555,21,0,30,0,1,1
Sarah,Dräppe,100,0,0,636,1,31,9509,1,176,2076,315,146938,4,60,1,40955,2,5,3,0,0,0,0,0,3,0,500,267556,21,0,30,0,2,1
Agathe,Leyrac,101,1,0,571,1,31,5506,1,172,2218,315,147768,4,62,1,40954,0,5,8,0,0,0,0,0,2,0,500,267557,18,0,30,0,2,1
Alizée,Le Bihan,101,3,0,530,1,31,5504,1,170,2218,315,146109,4,61,1,40961,0,4,2,0,0,0,0,0,3,0,500,267558,18,0,30,0,7,0
Jennifer,Vesnier,101,6,0,505,1,31,5502,1,168,2218,315,147427,4,58,1,40958,4,6,8,0,0,0,0,0,2,0,500,267559,18,0,30,0,8,6
Claire,Linglet,101,0,0,524,1,31,10009,1,166,2218,315,147523,4,57,1,40951,0,5,9,0,0,0,0,0,9,0,500,267560,18,0,30,0,8,0
Natalie,Tregonwell,101,3,0,647,1,31,9503,1,171,2216,315,146403,4,62,1,40959,0,4,2,0,0,0,0,0,2,0,500,267561,14,0,30,0,2,3
Sadie,Brackenborough,151,1,0,561,1,31,9508,1,167,2216,315,148110,4,59,1,40955,2,4,6,0,0,0,0,0,2,0,500,267562,14,0,30,0,7,1
Peyton,Nethercoat,101,2,0,537,1,31,9510,1,174,2216,315,146740,4,62,1,40756,2,3,1,0,0,0,0,0,2,0,500,267563,14,0,30,0,2,0
Sandra,Drajcković,102,6,0,532,1,31,7501,1,177,76,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267703,10,0,30,0,1,6
Ligaya,Magsumbol,151,0,0,560,1,31,6023,1,180,76,315,146938,4,60,1,40952,0,4,3,0,0,0,0,0,3,0,500,267704,181,0,30,0,1,1
Iris,Pavlidou,100,1,0,647,1,31,9001,1,178,76,315,146938,4,60,1,40950,4,4,5,0,0,0,0,0,4,0,500,267705,22,0,30,0,1,1
Tereza,Bartonĕcová,101,1,0,560,1,31,7502,1,184,76,315,146938,4,60,1,40756,2,4,1,0,0,0,0,0,2,0,500,267706,12,0,30,0,1,1
Audra,Didgalviskaitė,101,0,0,636,1,31,7502,1,182,76,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267707,30,0,30,0,2,0
Tilda,Mustakari,103,1,0,538,1,31,9510,1,176,76,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,1,0,500,267708,17,0,30,0,1,1
Inaya,Okech,101,0,0,435,1,31,10024,1,176,78,315,146938,4,60,1,40960,0,4,3,0,0,0,0,0,6,0,500,267709,141,0,30,0,1,1
Arijana,Loraj,100,3,0,532,1,31,9002,1,182,78,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267710,1,0,30,0,1,0
Elvisa,Trto,100,1,0,75,1,31,7501,1,178,78,315,146938,4,62,1,40954,0,4,8,0,0,0,0,0,2,0,500,267711,8,0,30,0,2,1
Axeliane,Clarke,100,3,0,530,1,31,6010,1,175,78,315,146938,4,60,1,40957,0,4,3,0,0,0,0,0,2,0,500,267712,70,0,30,0,2,1
Maddison,Streatfield,101,3,0,536,1,31,5509,1,178,351,315,147328,4,61,1,40961,0,6,2,0,0,0,0,0,3,0,500,268495,195,0,30,0,2,0
Isla,Nulliner,100,2,0,562,1,31,5501,1,172,351,315,147937,4,61,1,40959,0,4,2,0,0,0,0,0,2,0,500,268496,195,0,30,0,2,0
Clémentine,Lavenir,101,3,0,517,1,31,5509,1,177,2218,315,145717,4,64,1,40757,2,3,4,0,0,0,0,0,3,0,500,268586,18,0,30,0,1,3
Gaëlle,Hauchard,151,5,0,524,1,31,5510,1,174,2218,315,147902,4,61,1,40956,2,6,2,0,0,0,0,0,2,0,500,268587,18,0,30,0,2,6
Danish Nabil,Riaz,1,0,0,65,1,31,517,1,184,41,315,145080,4,73,0,27115,3,1,9,0,0,0,0,0,3,0,500,268869,36,0,30,0,1,0
Suad,Hajradinović,2,9,0,65,1,31,3502,1,187,56,315,145080,4,78,0,27092,3,0,5,0,0,0,0,0,2,0,500,268870,46,0,30,0,5,0
Hakan,Bozbakan,1,21,0,16,1,31,2015,1,186,19,315,147027,4,75,0,27051,0,0,3,0,0,0,0,0,4,0,500,269241,48,0,30,0,5,3
Baran,Kocaoğul,1,20,0,77,1,31,2005,1,189,19,315,147027,4,80,0,27080,0,1,4,0,0,0,0,0,4,0,500,269242,48,0,30,0,5,3
Ábel,Medvés,0,3,0,636,1,31,11,1,188,330,315,147027,4,82,0,27067,0,0,2,0,0,0,0,0,3,0,500,269266,23,0,30,0,5,0
Kaisley,Leal,100,0,0,512,1,31,5501,1,174,2221,315,149203,4,65,1,40966,0,4,5,0,0,0,0,0,4,0,500,272634,95,0,30,0,1,0
Kaiya,Blackwell,100,20,0,615,1,31,7005,1,176,2221,315,148570,4,67,1,40964,0,6,3,0,0,0,0,0,4,0,500,272635,95,0,30,0,2,6
Paisleigh,Monroe,101,2,0,500,1,31,9503,1,176,2221,315,149504,4,68,1,40963,0,5,4,0,0,0,0,0,4,0,500,272636,95,0,30,0,2,2
Giovanna,Piñeda,102,20,0,504,1,31,7012,1,177,2221,315,148122,4,68,1,40962,0,5,4,0,0,0,0,0,4,0,500,272637,95,0,30,0,2,20
Jaylani,Velazquez,101,21,0,71,1,31,10004,1,173,2221,315,146733,4,59,1,40965,0,3,9,0,0,0,0,0,8,0,500,272638,95,0,30,0,1,0
Kimber,Burchfield,101,19,0,281,1,31,9008,1,174,2221,315,146313,4,62,1,40961,0,5,2,0,0,0,0,0,3,0,500,272639,95,0,30,0,1,6
Dilara,Dahmen,102,1,0,512,1,31,5501,1,172,2215,315,146938,4,62,1,40954,0,4,8,0,0,0,0,0,2,0,500,275116,21,0,30,0,2,1
Nina,Kramermann,100,2,0,16,1,31,5500,1,170,2215,315,146938,4,59,1,40959,0,5,2,0,0,0,0,0,2,0,500,275117,21,0,30,0,8,2
Bea,Mühlendorf,103,5,0,623,1,31,5502,1,170,2215,315,146938,4,59,1,40964,0,5,3,0,0,0,0,0,4,0,500,275118,21,0,30,0,8,5
Hilda,Schmitzenberg,100,16,0,77,1,31,5503,1,171,2215,315,146938,4,60,1,40963,0,5,4,0,0,0,0,0,4,0,500,275119,21,0,30,0,2,16
Aina,Corella,101,1,0,615,1,31,5505,1,168,2222,315,146938,4,60,1,40956,2,5,2,0,0,0,0,0,2,0,500,275120,45,0,30,0,9,1
Naroa,Lete,101,6,0,552,1,31,5505,1,171,2222,315,150590,4,61,1,40962,0,5,4,0,0,0,0,0,4,0,500,275121,45,0,30,0,3,6
Leire,Perlas,102,12,0,928,1,31,5506,1,173,2222,315,146938,4,61,1,40961,0,5,2,0,0,0,0,0,3,0,500,275122,45,0,30,0,3,12
Athenea,Pinilla,102,2,0,617,1,31,5507,1,176,2222,315,146938,4,63,1,40958,4,5,8,0,0,0,0,0,2,0,500,275123,45,0,30,0,3,2
Eunate,Pazos,100,4,0,639,1,31,5506,1,175,2222,315,146938,4,62,1,40964,0,5,3,0,0,0,0,0,4,0,500,275124,45,0,30,0,3,4
