firstname,surname,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,cardstrictness,shoecolorcode2,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,socklengthcode,weight,gender,headassetid,faceposerpreset,eyebrowcode,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Hussain,Al-Shamkali,1,0,4,77,1,31,1526,1,185,350,315,146388,4,76,0,27108,3,2,6,0,0,0,0,0,2,0,500,241366,183,0,30,0,5,0
Nazario,Dasmarinas,51,3,0,29,2,31,1509,1,182,308,315,144866,4,74,0,27037,3,0,3,0,0,0,0,0,5,0,500,241367,38,0,30,0,2,3
Ludger,Falck,1,5,0,290,2,31,16,1,180,80,315,146600,4,78,0,27110,0,0,7,0,0,0,0,0,2,0,500,241369,4,0,30,0,2,6
Flemming,Fredskild,2,1,0,117,0,31,2016,1,188,1,315,146600,4,81,0,27071,0,0,2,0,0,0,0,0,2,0,500,241370,13,0,30,0,5,1
Adrian,Gløersen,2,6,3,57,0,31,3502,1,185,41,315,144643,4,83,0,27036,4,0,10,0,0,0,0,0,2,0,500,241371,36,0,30,0,5,6
Albin,Kuniak,51,0,6,105,1,31,529,0,181,66,315,142819,4,70,0,27071,0,0,2,0,0,0,0,0,2,0,500,241372,37,0,30,0,2,0
Thorvald,Oedegaard,2,6,4,77,1,31,22,2,185,41,315,143047,4,86,0,27085,4,1,4,0,0,0,0,0,3,0,500,241373,36,0,30,0,6,6
An-Jol,Park,1,0,0,121,0,31,510,1,177,83,315,142914,4,74,0,27028,0,0,9,0,0,0,0,0,4,0,500,241374,167,0,30,0,2,0
Hai-wang,Sui,1,0,0,102,1,31,554,0,176,2012,315,142085,4,73,0,27029,1,0,9,0,0,0,0,0,4,0,500,241503,155,0,30,0,1,0
Zhi-xiang,Qun,1,0,0,143,1,31,540,2,174,2012,315,144105,4,70,0,27031,3,0,9,0,0,0,0,0,5,0,500,241504,155,0,30,0,2,0
Stefan,Häsenecker,2,0,0,65,0,31,7,1,184,189,315,144184,4,78,0,27082,4,0,2,0,0,0,0,0,2,0,500,243325,47,0,30,0,2,0
Joel,Highett,2,2,0,114,0,31,4003,1,178,351,315,145248,4,76,0,27036,4,6,10,0,0,0,0,0,2,0,500,243326,195,0,30,0,2,3
Alvaro Joaquín,Florez,2,3,4,57,2,31,2517,2,181,353,315,143540,4,82,0,27074,3,1,2,0,0,0,0,0,3,0,500,243327,52,0,30,0,3,0
Gang-sheng,Bai,51,0,0,149,0,31,558,1,174,2012,315,143065,4,76,0,27028,0,2,9,0,0,0,0,0,4,0,500,243331,155,0,30,0,2,0
Maximilian,Mehlbacher,2,5,0,74,2,31,2004,1,186,19,315,145122,4,77,0,27092,3,1,5,0,0,0,0,0,2,0,500,243332,21,0,30,0,5,3
Aurelio,Oriol Gaspar,2,0,0,150,0,31,2008,2,178,54,315,144940,4,84,0,27072,4,0,3,0,0,0,0,0,3,0,500,243333,45,0,30,0,2,0
Thomas,Bramall,0,3,0,16,0,31,2010,1,185,13,302,148963,4,80,0,27093,0,0,4,0,0,0,1,0,3,0,500,244144,14,0,30,0,5,3
Matthew,Donohue,0,5,0,16,2,31,2505,1,183,14,302,151773,4,75,0,27082,4,0,2,0,0,0,1,0,2,0,500,244146,14,0,30,0,2,6
Neil,Hair,51,6,0,63,2,31,4000,2,186,60,315,145471,4,84,0,27074,3,0,2,0,0,0,1,0,3,0,500,244148,14,0,30,0,5,6
Sam,Allison,1,0,6,0,1,31,5001,1,178,60,315,146859,4,74,0,27068,2,1,3,0,0,0,1,0,8,0,500,244150,14,0,30,0,2,0
Peter,Wright,2,6,0,75,1,31,4003,0,181,60,302,147273,4,76,0,27082,4,2,2,0,0,0,1,0,2,0,500,244151,14,0,30,0,1,6
Alan,Young,51,12,0,65,1,31,2004,2,180,60,315,145406,4,74,0,27071,0,6,2,0,0,0,1,0,2,0,500,244152,14,0,30,0,3,7
Jarred,Gillett,2,0,0,16,1,31,3505,1,185,13,302,147576,4,74,0,27085,4,0,4,0,0,0,1,0,3,0,500,247097,195,0,30,0,4,0
Mariam,Peñarrieta,103,3,0,561,1,31,7025,1,170,2136,315,146046,4,59,1,40950,4,3,5,0,0,0,0,0,4,0,500,248502,53,0,30,0,8,3
Serwa,Attram,101,0,0,576,1,31,10004,1,168,2136,315,145486,4,56,1,40951,0,4,9,0,0,0,0,0,9,0,500,248503,117,0,30,0,8,0
Elanne,Fung,104,3,0,560,1,31,6025,1,165,2136,315,143960,4,54,1,40952,0,6,3,0,0,0,0,0,3,0,500,248504,158,0,30,0,8,6
Françoise,Berringuet,100,6,0,539,1,31,9500,1,168,2136,315,147502,4,58,1,40959,0,4,2,0,0,0,0,0,2,0,500,250783,18,0,30,0,8,3
Celina,Heiselmann,101,2,0,536,1,31,9500,1,167,2136,315,145875,4,56,1,40955,2,5,10,0,0,0,0,0,2,0,500,250784,21,0,30,0,7,3
Jett,Colling,2,5,14,129,1,31,2027,1,182,2012,315,143603,4,78,0,27071,0,6,2,0,0,0,0,0,2,0,500,250793,195,0,30,0,2,3
Miloje,Tomčić,2,3,4,93,1,31,1516,1,186,2012,315,145269,4,82,0,27112,0,1,5,0,0,0,0,0,2,0,500,250794,51,0,30,0,5,3
Aske,Hemmingsen,2,6,8,0,1,31,3505,1,186,1,315,145731,4,81,0,27099,0,1,5,0,0,0,0,0,2,0,500,251117,13,0,30,0,6,3
Leigh,Doughty,51,6,0,154,1,31,13,1,184,14,302,147530,4,79,0,27078,4,0,5,0,0,0,1,0,1,0,500,251963,14,0,30,0,2,3
Marc,Edwards,0,2,0,75,1,31,2021,1,178,61,302,149266,4,80,0,27082,4,0,2,0,0,0,1,0,2,0,500,251964,14,0,30,0,2,1
Will,Finnie,0,6,0,75,1,31,4003,1,182,61,302,151059,4,74,0,27036,4,2,10,0,0,0,1,0,2,0,500,251965,14,0,30,0,2,3
James,Oldham,2,5,0,65,1,31,12,1,181,61,302,147320,4,80,0,27082,4,0,2,0,0,0,1,0,2,0,500,251966,14,0,30,0,1,6
Christopher,Pollard,2,5,4,65,1,31,2016,1,186,61,302,147992,4,84,0,27081,0,0,4,0,0,0,1,0,5,0,500,251967,14,0,30,0,5,6
Sam,Purkiss,0,5,4,72,1,31,2004,1,176,61,302,148230,4,77,0,27071,0,6,2,0,0,0,1,0,2,0,500,251968,14,0,30,0,1,6
David,Rock,2,5,0,72,1,31,2007,1,176,60,315,146830,4,82,0,27078,4,2,5,0,0,0,1,0,1,0,500,251969,14,0,30,0,3,7
Josh,Smith,2,5,0,75,1,31,0,1,184,14,302,151486,4,80,0,27071,0,0,2,0,0,0,1,0,2,0,500,251970,14,0,30,0,3,3
Moray,Baird,2,3,0,111,1,31,9,1,181,50,315,147481,4,84,0,27082,4,1,2,0,0,0,0,0,2,0,500,252127,42,0,30,0,2,3
Alasdair,McMann,2,2,0,158,1,31,2014,1,178,50,315,145529,4,82,0,27074,3,0,2,0,0,0,0,0,3,0,500,252128,42,0,30,0,2,3
Ruaridh,Monroe,2,5,0,16,1,31,2000,1,184,50,315,145039,4,80,0,27036,4,0,10,0,0,0,0,0,2,0,500,252129,42,0,30,0,3,3
Innes,McKellar,2,6,0,119,1,31,2004,1,179,50,315,147019,4,77,0,27080,0,1,4,0,0,0,0,0,4,0,500,252130,42,0,30,0,2,0
Hadrien,Dumortier,2,3,0,21,1,31,2517,1,186,16,315,149357,4,82,0,27084,0,1,7,0,0,0,0,0,3,0,500,256907,18,0,30,0,5,0
Timothée,Géroux,2,0,0,544,1,31,3000,1,188,16,315,147775,4,84,0,27050,4,0,9,0,0,0,0,0,9,0,500,256908,18,0,30,0,5,0
Vincent,Lentvogt,2,5,0,77,1,31,1517,1,191,19,315,148895,4,86,0,27082,4,0,2,0,0,0,0,0,2,0,500,256910,21,0,30,0,4,6
Jannik,Zöckler,0,3,0,93,1,31,4005,1,187,19,315,148713,4,81,0,27036,4,1,10,0,0,0,0,0,2,0,500,256911,21,0,30,0,5,3
Robin,Cainsdorf,2,2,0,74,1,31,7,1,191,2076,315,146976,4,87,0,27072,4,0,3,0,0,0,0,0,3,0,500,256985,21,0,30,0,5,6
Benjamin,Speedie,0,6,0,16,1,31,3500,1,180,60,302,145409,4,75,0,27036,4,2,10,0,0,0,1,0,2,0,500,258673,14,0,30,0,2,3
Samuel,Barrott,2,5,0,65,1,31,2016,1,178,60,315,145514,4,82,0,27071,0,2,2,0,0,0,1,0,2,0,500,258674,14,0,30,0,2,3
James,Bell,2,5,0,86,1,31,2020,1,182,14,302,144492,4,74,0,27081,0,2,4,0,0,0,1,0,5,0,500,258675,14,0,30,0,1,3
Declan,Bourne,2,6,0,75,1,31,1506,1,181,60,315,146234,4,76,0,27051,0,0,3,0,0,0,1,0,4,0,500,258676,14,0,30,0,1,3
Carl,Brook,2,5,0,37,1,31,18,1,178,60,302,143711,4,76,0,27081,0,2,4,0,0,0,1,0,5,0,500,258677,14,0,30,0,2,3
Paul,Howard,2,3,0,16,1,31,3,1,177,60,315,146271,4,78,0,27073,3,0,3,0,0,0,1,0,3,0,500,258678,14,0,30,0,3,0
Chatura,Gaurab,51,9,0,105,1,31,2506,1,178,2149,315,143932,4,76,0,27033,0,6,9,0,0,0,0,0,6,0,500,262003,159,0,30,0,3,6
Ranjit,Kadakia,2,0,0,160,1,31,1500,1,186,2149,315,147509,4,78,0,27032,3,0,3,0,0,0,0,0,7,0,500,262012,159,0,30,0,4,0
Narendra,Mamdani,51,9,0,292,1,31,2500,1,188,2149,315,147047,4,82,0,27035,0,0,9,0,0,0,0,0,8,0,500,262013,159,0,30,0,5,3
Mahit,Faujdar,2,0,0,114,1,31,1524,1,184,2149,315,144213,4,77,0,27034,0,0,9,0,0,0,0,0,7,0,500,262014,159,0,30,0,2,0
Wouter,Wiegerink,2,0,0,1,1,31,1016,1,187,10,315,146012,4,84,0,27076,3,0,9,0,0,0,0,0,9,0,500,262374,34,0,30,0,5,0
Gennaro,Scarpulla,2,0,0,0,1,31,2002,1,189,31,315,147131,4,86,0,27099,0,1,5,0,0,0,0,0,2,0,500,262375,27,0,30,0,5,0
Andrew,Kitchen,0,0,0,43,1,31,29,1,178,14,302,150367,4,70,0,27072,4,0,3,0,0,0,1,0,3,0,500,262890,14,0,30,0,1,3
Simon,Mather,2,2,0,65,1,31,30,1,182,60,315,149792,4,77,0,27071,0,6,2,0,0,0,1,0,2,0,500,262891,14,0,30,0,2,1
Tom,Reeves,2,0,0,16,1,31,34,1,180,60,302,148783,4,78,0,27051,0,0,3,0,0,0,1,0,4,0,500,262892,14,0,30,0,1,0
Rebecca,Welch,101,3,0,539,1,31,5501,1,168,60,302,149239,4,64,1,40959,0,4,2,0,0,0,1,0,2,0,500,262894,14,0,30,0,8,3
Marcela,Sostoni,102,6,0,570,1,31,7000,1,175,353,315,146907,4,60,1,40950,4,5,5,0,0,0,0,0,4,0,500,267487,52,0,30,0,1,1
Anne,De Vaert,102,1,0,53,1,31,5500,1,180,4,315,146907,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267488,7,0,30,0,1,1
Edith,Vancruysse,103,6,0,540,1,31,5501,1,165,4,315,146907,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267489,7,0,30,0,7,1
Amalie Lotte,Bundgaard,100,2,0,647,1,31,5502,1,176,1,315,146938,4,60,1,40961,0,4,2,0,0,0,0,0,3,0,500,267499,13,0,30,0,1,1
Audrey,Sargnac,102,3,0,636,1,31,5503,1,182,16,315,146938,4,65,1,40959,0,4,2,0,0,0,0,0,2,0,500,267500,18,0,30,0,2,3
Sarah,Paillotet,101,3,0,521,1,31,5504,1,174,16,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267502,18,0,30,0,1,3
Coralie,Fabrier,102,1,0,516,1,31,5505,1,166,17,315,146938,4,60,1,40756,2,4,1,0,0,0,0,0,2,0,500,267503,18,0,30,0,7,1
Lola,Depeyre,100,1,0,570,1,31,5506,1,184,17,315,146938,4,62,1,40954,0,4,8,0,0,0,0,0,2,0,500,267504,18,0,30,0,1,6
Rinske,Dimmendaal,101,3,0,512,1,31,5507,1,174,10,315,146938,4,60,1,40958,4,4,8,0,0,0,0,0,2,0,500,267506,34,0,30,0,1,3
Hermine Kruse,Andresen,103,1,0,501,1,31,5508,1,168,41,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267510,36,0,30,0,7,1
Honorata,Grażyńska,101,6,0,503,1,31,5508,1,172,66,315,146938,4,60,1,40757,2,4,4,0,0,0,0,0,3,0,500,267512,37,0,30,0,1,0
Sofie,Rettenbacher,101,6,0,279,1,31,5509,1,175,80,315,148203,4,60,1,40956,2,4,2,0,0,0,0,0,2,0,500,267538,4,0,30,0,1,3
Federica,Pellecciolli,101,0,0,510,1,31,7007,1,177,31,315,147595,4,63,1,40757,2,5,4,0,0,0,0,0,3,0,500,267539,27,0,30,0,2,3
Marilza,Bencatel,100,6,0,517,1,31,9001,1,173,308,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267540,38,0,30,0,1,6
Laoise,McInerney,103,1,0,530,1,31,9511,1,178,65,315,146938,4,60,1,40956,2,4,2,0,0,0,0,0,2,0,500,267541,25,0,30,0,1,1
Marialaura,Chiusdano,151,5,0,517,1,31,7025,1,168,31,315,145675,4,58,1,40968,0,5,5,0,0,0,0,0,4,0,500,267542,27,0,30,0,8,0
Ioana,Hatmanu,151,0,0,501,1,31,7501,1,172,330,315,144667,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267545,39,0,30,0,1,0
Grace,MacCallan,101,6,0,530,1,31,5504,1,164,50,315,147677,4,59,1,40961,0,5,2,0,0,0,0,0,3,0,500,267546,42,0,30,0,8,6
María José,Hortaleza,101,3,0,538,1,31,5507,1,166,53,315,148223,4,59,1,40959,0,3,2,0,0,0,0,0,2,0,500,267547,45,0,30,0,7,3
Maja,Ytternäs,104,1,0,234,1,31,9504,1,175,56,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267548,46,0,30,0,1,1
Olivia,Azarona,101,0,0,583,1,31,5502,1,168,54,315,146687,4,60,1,40972,0,5,3,0,0,0,0,0,4,0,500,267549,45,0,30,0,8,3
Gabriele,Hüttli,100,3,0,521,1,31,5505,1,172,189,315,146938,4,60,1,40756,2,4,1,0,0,0,0,0,2,0,500,267550,47,0,30,0,1,6
Sena,Gözüpak,101,3,0,562,1,31,5509,1,169,68,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267551,48,0,30,0,8,3
Maci,Pannell,100,5,0,530,1,31,9500,1,176,39,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,2,0,500,267552,95,0,30,0,1,1
Franziska,Hummelberg,104,4,0,540,1,31,9505,1,174,19,315,146938,4,60,1,40961,0,5,2,0,0,0,0,0,3,0,500,267553,21,0,30,0,2,1
Frieda,Pranzlhain,100,12,0,562,1,31,10009,1,170,19,315,146938,4,60,1,40958,4,4,8,0,0,0,0,0,2,0,500,267554,21,0,30,0,8,7
Juliane,Dohlmeier,102,2,0,513,1,31,9509,1,172,2076,315,146938,4,60,1,40956,2,5,2,0,0,0,0,0,2,0,500,267555,21,0,30,0,1,1
Sarah,Dräppe,100,0,0,636,1,31,9509,1,176,2076,315,146938,4,60,1,40955,2,5,3,0,0,0,0,0,3,0,500,267556,21,0,30,0,2,1
Agathe,Leyrac,101,1,0,571,1,31,5506,1,172,2218,315,147768,4,62,1,40954,0,5,8,0,0,0,0,0,2,0,500,267557,18,0,30,0,2,1
Alizée,Le Bihan,101,3,0,530,1,31,5504,1,170,2218,315,146109,4,61,1,40961,0,4,2,0,0,0,0,0,3,0,500,267558,18,0,30,0,7,0
Jennifer,Vesnier,101,6,0,505,1,31,5502,1,168,2218,315,147427,4,58,1,40958,4,6,8,0,0,0,0,0,2,0,500,267559,18,0,30,0,8,6
Claire,Linglet,101,0,0,524,1,31,10009,1,166,2218,315,147523,4,57,1,40951,0,5,9,0,0,0,0,0,9,0,500,267560,18,0,30,0,8,0
Sandra,Drajcković,102,6,0,532,1,31,7501,1,177,76,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267703,10,0,30,0,1,6
Ligaya,Magsumbol,151,0,0,560,1,31,6023,1,180,76,315,146938,4,60,1,40952,0,4,3,0,0,0,0,0,3,0,500,267704,181,0,30,0,1,1
Iris,Pavlidou,100,1,0,647,1,31,9001,1,178,76,315,146938,4,60,1,40950,4,4,5,0,0,0,0,0,4,0,500,267705,22,0,30,0,1,1
Tereza,Bartonĕcová,101,1,0,560,1,31,7502,1,184,76,315,146938,4,60,1,40756,2,4,1,0,0,0,0,0,2,0,500,267706,12,0,30,0,1,1
Audra,Didgalviskaitė,101,0,0,636,1,31,7502,1,182,76,315,146938,4,60,1,40954,0,4,8,0,0,0,0,0,2,0,500,267707,30,0,30,0,2,0
Tilda,Mustakari,103,1,0,538,1,31,9510,1,176,76,315,146938,4,60,1,40955,2,4,1,0,0,0,0,0,1,0,500,267708,17,0,30,0,1,1
Inaya,Okech,101,0,0,435,1,31,10024,1,176,78,315,146938,4,60,1,40960,0,4,3,0,0,0,0,0,6,0,500,267709,141,0,30,0,1,1
Arijana,Loraj,100,3,0,532,1,31,9002,1,182,78,315,146938,4,60,1,40959,0,4,2,0,0,0,0,0,2,0,500,267710,1,0,30,0,1,0
Elvisa,Trto,100,1,0,75,1,31,7501,1,178,78,315,146938,4,62,1,40954,0,4,8,0,0,0,0,0,2,0,500,267711,8,0,30,0,2,1
Axeliane,Clarke,100,3,0,530,1,31,6010,1,175,78,315,146938,4,60,1,40957,0,4,3,0,0,0,0,0,2,0,500,267712,70,0,30,0,2,1
Kertu,Meitsar,100,3,0,504,1,31,5509,1,182,2136,315,146938,4,62,1,40958,4,4,8,0,0,0,0,0,2,0,500,267713,208,0,30,0,2,0
Netra,Sudrajat,100,3,0,581,1,31,6003,1,179,2136,315,146938,4,60,1,40957,0,4,3,0,0,0,0,0,2,0,500,267714,160,0,30,0,2,1
Skaidra,Vējiņa,102,5,0,512,1,31,7502,1,184,2136,315,146938,4,65,1,40950,4,4,5,0,0,0,0,0,4,0,500,267715,28,0,30,0,1,1
Pintyőke,Magyar,101,3,0,538,1,31,9000,1,178,2136,315,146938,4,60,1,40757,2,4,4,0,0,0,0,0,3,0,500,267716,23,0,30,0,1,3
Maddison,Streatfield,101,3,0,536,1,31,5509,1,178,351,315,147328,4,61,1,40961,0,6,2,0,0,0,0,0,3,0,500,268495,195,0,30,0,2,0
Isla,Nulliner,100,2,0,562,1,31,5501,1,172,351,315,147937,4,61,1,40959,0,4,2,0,0,0,0,0,2,0,500,268496,195,0,30,0,2,0
Clémentine,Lavenir,101,3,0,517,1,31,5509,1,177,2218,315,145717,4,64,1,40757,2,3,4,0,0,0,0,0,3,0,500,268586,18,0,30,0,1,3
Gaëlle,Hauchard,151,5,0,524,1,31,5510,1,174,2218,315,147902,4,61,1,40956,2,6,2,0,0,0,0,0,2,0,500,268587,18,0,30,0,2,6
Danish Nabil,Riaz,1,0,0,65,1,31,517,1,184,41,315,145080,4,73,0,27115,3,1,9,0,0,0,0,0,3,0,500,268869,36,0,30,0,1,0
Suad,Hajradinović,2,9,0,65,1,31,3502,1,187,56,315,145080,4,78,0,27092,3,0,5,0,0,0,0,0,2,0,500,268870,46,0,30,0,5,0
Hakan,Bozbakan,1,21,0,16,1,31,2015,1,186,19,315,147027,4,75,0,27051,0,0,3,0,0,0,0,0,4,0,500,269241,48,0,30,0,5,3
Baran,Kocaoğul,1,20,0,77,1,31,2005,1,189,19,315,147027,4,80,0,27080,0,1,4,0,0,0,0,0,4,0,500,269242,48,0,30,0,5,3
Ábel,Medvés,0,3,0,636,1,31,11,1,188,330,315,147027,4,82,0,27067,0,0,2,0,0,0,0,0,3,0,500,269266,23,0,30,0,5,0
Sunny,Gill,1,3,8,293,1,31,605,1,185,60,315,146658,4,86,0,27032,3,1,3,0,0,0,1,0,7,0,500,269917,159,0,30,0,5,3
Adam,Herczeg,2,6,6,160,1,31,34,1,178,60,315,147047,4,77,0,27071,0,0,2,0,0,0,1,0,2,0,500,269918,14,0,30,0,1,6
Thomas,Kirk,0,6,0,65,1,31,4015,1,179,60,315,148602,4,73,0,27036,4,0,10,0,0,0,1,0,2,0,500,269936,14,0,30,0,2,19
Robert,Madden,51,22,0,0,1,31,3513,1,182,60,302,145157,4,79,0,27099,0,6,5,0,0,0,1,0,2,0,500,269937,42,0,30,0,3,2
Thomas,Parsons,0,1,0,243,1,31,2027,1,176,60,302,147594,4,73,0,27071,0,2,2,0,0,0,1,0,2,0,500,269938,14,0,30,0,2,5
Martin,Woods,51,6,0,289,1,31,1511,1,178,60,315,146473,4,76,0,27078,4,0,5,0,0,0,1,0,1,0,500,269939,14,0,30,0,2,20
Ryan,Atkin,2,19,4,140,1,31,68,1,183,2216,315,146895,4,79,0,27071,0,6,2,0,0,0,1,0,2,0,500,270283,14,0,30,0,2,5
Aaron,Bannister,2,19,0,655,1,31,3518,1,178,2216,302,148805,4,76,0,27036,4,0,10,0,0,0,1,0,2,0,500,270284,14,0,30,0,2,5
Lisa,Benn,151,19,0,583,1,31,5500,1,176,2216,315,149281,4,71,1,40956,2,6,2,0,0,0,1,0,2,0,500,270285,14,0,30,0,3,16
Abigail,Byrne,101,6,0,596,1,31,5500,1,170,2216,302,149572,4,66,1,40958,4,5,8,0,0,0,1,0,2,0,500,270286,14,0,30,0,8,6
Wayne,Cartmel,51,0,0,40,1,31,4008,1,178,2216,302,148828,4,74,0,27112,0,2,5,0,0,0,1,0,2,0,500,270288,14,0,30,0,1,1
Matt,Corlett,2,20,0,230,1,31,34,1,181,60,315,149421,4,80,0,27071,0,0,2,0,0,0,1,0,2,0,500,270289,14,0,30,0,2,6
Matthew,Dicicco,2,2,0,642,1,31,14,1,176,2216,302,147736,4,75,0,27078,4,1,5,0,0,0,1,0,1,0,500,270290,14,0,30,0,3,19
Kirsty,Dowie,104,5,0,597,1,31,5500,1,176,2216,302,149332,4,68,1,40961,0,5,2,0,0,0,1,0,3,0,500,270291,14,0,30,0,2,16
Ed,Duckworth,0,6,0,65,1,31,3506,1,177,60,302,151095,4,73,0,27082,4,0,2,0,0,0,1,0,2,0,500,270293,14,0,30,0,1,5
Stacey,Fullicks,100,20,0,504,1,31,5510,1,177,2216,302,148897,4,72,1,40757,2,3,4,0,0,0,1,0,3,0,500,270294,14,0,30,0,1,3
Amy,Fearn,151,3,0,536,1,31,9522,1,168,2216,302,144308,4,67,1,40958,4,5,8,0,0,0,1,0,2,0,500,270295,14,0,30,0,8,0
Farrai,Hallam,1,0,0,239,1,31,1002,1,186,2216,302,149944,4,84,0,27070,3,1,9,0,0,0,1,0,7,0,500,270296,14,0,30,0,5,0
Cristiana,Hattersley,100,6,0,510,1,31,9503,1,173,2216,315,150134,4,67,1,40958,4,5,8,0,0,0,1,0,2,0,500,270298,14,0,30,0,2,6
Emily,Heaslip,100,20,0,582,1,31,9506,1,168,2216,315,150100,4,62,1,40958,4,5,8,0,0,0,1,0,2,0,500,270299,14,0,30,0,8,19
Lauren,Impey,101,20,0,35,1,31,9516,1,170,2216,315,148762,4,59,1,40954,0,5,8,0,0,0,1,0,2,0,500,270300,14,0,30,0,8,19
Lucy,May,101,20,0,508,1,31,5504,1,173,2216,315,148617,4,62,1,40959,0,6,2,0,0,0,1,0,2,0,500,270302,14,0,30,0,2,5
Stacey,Pearson,151,20,0,561,1,31,5510,1,165,2216,302,147733,4,58,1,40757,2,4,4,0,0,0,1,0,3,0,500,270303,14,0,30,0,8,20
Yasmin,Saeed,100,0,0,560,1,31,7002,1,166,2216,302,151821,4,57,1,40950,4,5,5,0,0,0,1,0,4,0,500,270304,14,0,30,0,7,0
Jane,Simms,101,20,0,514,1,31,5503,1,171,2216,315,143068,4,62,1,40757,2,5,4,0,0,0,1,0,3,0,500,270308,14,0,30,0,1,5
Paula,Wyatt,101,6,0,508,1,31,5504,1,172,2216,302,148796,4,61,1,40954,0,5,8,0,0,0,1,0,2,0,500,270309,14,0,30,0,2,16
Steven,Hughes,51,20,0,0,1,31,2,1,182,2216,302,143429,4,80,0,27099,0,2,5,0,0,0,1,0,2,0,500,270310,14,0,30,0,2,1
Robert,Massey-Ellis,2,6,0,655,1,31,26,1,174,2216,315,146491,4,80,0,27078,4,0,5,0,0,0,1,0,1,0,500,270311,14,0,30,0,3,0
Dane,McCarrick,0,2,4,655,1,31,68,1,179,2216,302,150837,4,79,0,27071,0,0,2,0,0,0,1,0,2,0,500,270312,14,0,30,0,2,1
Sam,Mulhall,2,6,4,118,1,31,2021,1,177,2216,302,148598,4,78,0,27082,4,0,2,0,0,0,1,0,2,0,500,270313,14,0,30,0,2,5
Jack,Packman,2,20,0,117,1,31,8,1,177,2216,302,149618,4,78,0,27072,4,2,3,0,0,0,1,0,3,0,500,270314,14,0,30,0,1,0
Jason,Richardson,2,2,4,150,1,31,47,1,179,2216,302,148275,4,82,0,27078,4,2,5,0,0,0,1,0,1,0,500,270315,14,0,30,0,3,4
Elliott,Swallow,2,20,0,655,1,31,36,1,181,2216,302,150127,4,76,0,27036,4,0,10,0,0,0,1,0,2,0,500,270316,14,0,30,0,1,20
Richie,Watkins,2,5,0,174,1,31,3506,1,178,2216,315,148183,4,77,0,27082,4,2,2,0,0,0,1,0,2,0,500,270317,14,0,30,0,1,1
Kaisley,Leal,100,0,0,512,1,31,5501,1,174,2221,315,149203,4,65,1,40966,0,4,5,0,0,0,0,0,4,0,500,272634,95,0,30,0,1,0
Kaiya,Blackwell,100,20,0,615,1,31,7005,1,176,2221,315,148570,4,67,1,40964,0,6,3,0,0,0,0,0,4,0,500,272635,95,0,30,0,2,6
Paisleigh,Monroe,101,2,0,500,1,31,9503,1,176,2221,315,149504,4,68,1,40963,0,5,4,0,0,0,0,0,4,0,500,272636,95,0,30,0,2,2
Giovanna,Piñeda,102,20,0,504,1,31,7012,1,177,2221,315,148122,4,68,1,40962,0,5,4,0,0,0,0,0,4,0,500,272637,95,0,30,0,2,20
Jaylani,Velazquez,101,21,0,71,1,31,10004,1,173,2221,315,146733,4,59,1,40965,0,3,9,0,0,0,0,0,8,0,500,272638,95,0,30,0,1,0
Kimber,Burchfield,101,19,0,281,1,31,9008,1,174,2221,315,146313,4,62,1,40961,0,5,2,0,0,0,0,0,3,0,500,272639,95,0,30,0,1,6
Dilara,Dahmen,102,1,0,512,1,31,5501,1,172,2215,315,146938,4,62,1,40954,0,4,8,0,0,0,0,0,2,0,500,275116,21,0,30,0,2,1
Nina,Kramermann,100,2,0,16,1,31,5500,1,170,2215,315,146938,4,59,1,40959,0,5,2,0,0,0,0,0,2,0,500,275117,21,0,30,0,8,2
Bea,Mühlendorf,103,5,0,623,1,31,5502,1,170,2215,315,146938,4,59,1,40964,0,5,3,0,0,0,0,0,4,0,500,275118,21,0,30,0,8,5
Hilda,Schmitzenberg,100,16,0,77,1,31,5503,1,171,2215,315,146938,4,60,1,40963,0,5,4,0,0,0,0,0,4,0,500,275119,21,0,30,0,2,16
Aina,Corella,101,1,0,615,1,31,5505,1,168,2222,315,146938,4,60,1,40956,2,5,2,0,0,0,0,0,2,0,500,275120,45,0,30,0,9,1
Naroa,Lete,101,6,0,552,1,31,5505,1,171,2222,315,150590,4,61,1,40962,0,5,4,0,0,0,0,0,4,0,500,275121,45,0,30,0,3,6
Leire,Perlas,102,12,0,928,1,31,5506,1,173,2222,315,146938,4,61,1,40961,0,5,2,0,0,0,0,0,3,0,500,275122,45,0,30,0,3,12
